"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status"
2020-04-28 10:48:53,"K_Kapsar","2741",2016,"Schaffartzik",NA,"Palm oil",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","No","Yes","","reject"
2020-04-17 09:22:04,"A_Herzberger","2745",2016,"Barrico",NA,"migration",NA,"Review (not qualified for coding)","No","No","","No","Yes","","reject"
2020-03-17 13:34:11,"MG_Chung","2760",2016,"Firth","ocean biodiversity","NA; the impacts of ocean sprawl (e.g., the proliferation of artificial structures) on biodiversity",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-05 16:49:54,"X_Wu","2765",2016,"Antit","Molluscan assemblages",NA,"Species richness","Observational study","No","No","This paper analyzed the effect of environmental factors on biodiversity, and they hypothesized that the environmental factors were affected by tourism. But they didn't measure tourism.","","","","reject"
2020-05-24 16:42:57,"A_Torres","2766",2016,"Fontoura","Unclear","Unclear",NA,"Questionnaires","No","No","Paper in Portuguese","","","","reject"
2020-04-30 20:56:55,"M_Lei","2776",2016,"Pakulnicka","Aquatic beetles (Coleoptera) in springs","a small lowland river","Aquatic beetles richness","Observational study","No","No","migration of a species on biodiversity but without human-interference","No","No","","reject"
2020-04-30 21:06:21,"M_Lei","2791",2016,"Zelasko","Abundance and Population Dynamics of Invasive Northern Pike","Invasive Northern Pike","Abundance and Population","Observational study","No","No","","No","No","","reject"
2020-03-17 13:41:27,"MG_Chung","2827",2016,"Olivar","vertically migrating fish species in the neuston of oceanic waters","NA; the impacts of environmental variables (e.g., oxygen concentration) on fishes' distribution patterns","fish assemblage; fish species' distributions","Observational study","No","No Supplementary Material Provided","only focus on natural aspects; This study did not include any human-interference factors.","","","","reject"
2020-04-23 17:28:08,"C_Hovis","2850",2016,"Cobera","Cumaceans","None","Cumacean assemblages","Observational study","No","No","","","","","reject"
2020-05-13 12:40:35,"M_Lei","2871",2016,"Handal",NA,"birds migrating",NA,"Experimental study","No","No Supplementary Material Provided","","No","Yes","","reject"
2020-05-29 11:31:53,"A_Herzberger","2890",2016,"Becker","Yes",NA,"Yes","Observational study","No","No","","","","","reject"
2020-04-03 13:52:18,"X_Wu","2923",2016,"Moran","Biodiversity footprint","Trade",NA,"Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","It didn't measure biodiversity.","","","","reject"
2020-04-28 18:36:52,"C_Hovis","2944",2016,"Oliveira",NA,NA,NA,"Observational study","No","No","Rejected b/c assesses the diversity of crops, not ""natural"" biodivesity (may need to specify this somewhere in the criteria)","No","","","reject"
2020-04-15 00:51:42,"E_Xing","2947",2016,"sambe","primary production of fish","no","primary production","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-29 00:18:28,"Y_Li","2976",2015,"Koch","populations","human-mediated dispersal","populations","Experimental study","No","No Supplementary Material Provided","","No","Yes","human-mediated dispersal of cats","reject"
2020-03-18 17:17:37,"Y_Dou","3006",2015,"Oliveira","artificial and natural reef on attracting divers","tourism","no","Observational study","No","No","excluded","","","","reject"
2020-05-24 16:46:16,"A_Torres","3009",2015,"D’Cruze","clouded leopard","global trade",NA,"Combination of literature review, expert opnion and trade records","No","No","","","","","reject"
2020-05-19 11:54:11,"X_Wu","3018",2015,"Reade",NA,"Commercial bumble bee trade",NA,"Review (not qualified for coding)","No","No","May be a good review.","","","","reject"
2020-05-19 11:57:30,"X_Wu","3019",2015,"PLUMMER",NA,NA,NA,"Observational study","No","No","This paper is about bird migration, not biodiversity","","","","reject"
2020-04-29 13:54:24,"A_Torres","3039",2015,"de Juan","fisheries","Tourism","Species biomass and species richness","Observational study","No","No Supplementary Material Provided","No proper analysis of the impacts of tourism on fisheries","No","No","No quantification of tourism nor source/scale of tourists mentioned","reject"
2020-04-16 16:52:01,"C_Hovis","3040",2015,"Serafy","Reef fish",NA,"Abundance","Observational study","No","No","rejected, Only used population to proxy anthro impact, no distant impact apparent","","","","reject"
2020-04-15 01:03:06,"E_Xing","3059",2015,"Miller","species abundance","no","species abundance","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-17 14:19:15,"MG_Chung","3067",2015,"Seebens","alien vascular plant species","Modeling the role of trade, climate, and donor region biodiversity in alien plant invasion.","predicted numbers of naturalized plants","Modeling study (not qualified for coding)","No","Yes","","","","","reject"
2020-03-17 15:52:58,"MG_Chung","3070",2015,"Cusser","wild pollinators (insect)","the impact of current and historic land use at multiple spatial scales on pollinator community composition within agroecological landscapes","insect abundance; richness","Observational study","No","Yes","There is no human-interference. This study focused on the impact of current and historic land use on the wild pollinators of the peach agroecosystem to determine the factors and spatial scales that drive community composition and to identify the potential existence of extinction debt following recent exurban development. Although they mentioned exurban development, they did not quantify the impacts of exurban development on pollinator abundance and richness. They investigated whether extinction debt exists across pollinator communities, with historic land use serving as a better predictor of pollinator abundance and richness than current land use.","","","","reject"
2020-04-16 17:01:34,"K_Kapsar","3093",2015,"Lucifora","Basking sharks",NA,"Presence","Modeling study (using empirical data and not projected)","No","No","","No","No","No distant impact","reject"
2020-04-17 14:13:49,"K_Kapsar","3100",2015,"McNamara","Bushmeat trade",NA,NA,"Observational study","No","No","Quantification of the amount of bushmeat trade as a function of different landscape metrics. ","No","No","","reject"
2020-04-15 11:26:28,"E_Xing","3101",2015,"BAHLAI","no","invasive species","no","Observational study","No","No","analyze the spread/arrival of an invasive species but DO NOT quantitatively assess the impacts of the invasive species on local/native biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-25 15:55:54,"Y_Zhang","3108",2015,"Bohm","No","Technology transfer from technology-rich countries to biodiversity-rich countries","No","Review (not qualified for coding)","No","No Supplementary Material Provided","A good paper for background information","No","No","","reject"
2020-05-25 16:14:30,"Y_Zhang","3124",2015,"Cherkaoui","waterbirds","Designated Important Bird Areas and Ramsar wetlands impact on waterbird species richness","Species richness","Observational study","No","No Supplementary Material Provided","This (type of) article is somewhat tricky whether to fall within our four criteria. In this paper, they said the designated Important Bird Areas but they didn't discuss the 'desination' helped improve waterbird species richness except for discussing the environmental factors (altitude, vegetation cover etc.) that are susceptible to bird suitable habitat. I excluded it here strictly per se.","Yes","No","","reject"
2020-04-14 13:34:35,"E_Dean","3132",2015,"de Vasconcellos Pegas","""Local culturally important species""","Tourism","No quantification of biodiversity","Review (not qualified for coding)","No","Yes","","","","","reject"
2020-04-06 12:40:47,"X_Wu","3156",2015,"Nawrot",NA,"Species invasion",NA,"Observational study","No","No","This paper is about the factors affecting invsion success, not biodiversity.","","","","reject"
2020-05-29 09:29:46,"Y_Li","3161",2015,"Cheng","fish diversity","dam Construction","abundance","Modeling study (using empirical data and not projected)","No","Yes","","No","Yes","","reject"
2020-03-17 16:29:02,"MG_Chung","3172",2015,"Marco","497 mammalian carnivores and ungulates","the probability of a species being at higher risk was increased by high levels of human pressure (e.g., human influence index)","the extinction risk (binomial- lower risk & higher risk) of 497 mammalian carnivores and ungulates","Modeling study (not qualified for coding)","No","Yes","Modeling the drivers of extinction risk transition","","","","reject"
2020-04-29 23:17:18,"Y_Zhang","3174",2015,"Hagenblad","Invasive plant species (Impatiens glandulifera)","Introduction and spread of invasive species impact on native (genetic) biodiversity","Genetic diversity in I. glandulifera","Observational study","No","Yes","It is a study about genetic diversity of an invasive species itself...","No","No","","reject"
2020-04-29 23:29:16,"Y_Zhang","3175",2015,"Hufbauer","Flour beetle","Unclear","Population size","Experimental study","No","Yes","No explicit metacoupling effect","No","No","","reject"
2020-04-27 16:43:30,"A_Herzberger","3184",2015,"Vijayakumar","animals used in medicine","animals used in medicine",NA,"Observational study","No","No","","","","","reject"
2020-05-25 16:26:19,"Y_Zhang","3222",2015,"Almagro-Pastor","macrobenthic fauna","Carbon storage facilities causing seawater acidification due to CO2 leakage","Species abundance, richness, evenness, diversity","Observational study","No","No","","No","No","","reject"
2020-04-11 15:18:28,"E_Dean","3238",2015,"Robinson","Penguin population dynamics","Trade (fishery harvesting forage fish to meet demands of market that ultimately influences penguin species that feeds on forage fish)","Penguin abundance","I would categorize as not qualified because they specifically say ""projecting"" results.","No","Yes","","","","","reject"
2020-04-16 17:01:30,"C_Hovis","3275",2015,"Ding","Bird spp",NA,"Guild Richness","Observational study","No","No","Reject, no apparent distant imapct on BD","","","","reject"
2020-04-15 11:41:31,"E_Xing","3288",2015,"Fa","wildlife abundance","no","wildlife abundance","Observational study","No","No","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-18 09:50:58,"MG_Chung","3297",2015,"Godoy","mangroves","NA; the documented response of mangroves to environmental change casued by global climate change",NA,"Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-04-29 14:03:18,"A_Torres","3300",2015,"Scott","sea anemones and anemonefishes","pet trade","abundance","Observational study","No","No Supplementary Material Provided","This work report abundances of species, but it does not assess the impacts of pet trade, it only discuss it. ","No","Yes","","reject"
2020-04-29 23:39:37,"Y_Zhang","3311",2015,"Kleef","Chironomid larvae","Unclear (restoration of lake impact on species composition)","Species composition","Observational study","No","Yes","","No","No","","reject"
2020-05-29 10:01:32,"Y_Li","3318",2015,"Figueroa-Zavala","reef habitat; fish density","na","reef habitat; fish density","Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","mentioned tourism, but did not explicitly look at this. Instead, the paper looked at intracoupling. Reject.","","No","","reject"
2020-04-29 12:21:37,"C_Hovis","3354",2015,"Syrjanen","Fish",NA,NA,"Observational study","No","No","Reject, no measure of stocking impact on natural bd","","","","reject"
2020-03-19 08:39:53,"E_Dean","3355",2015,"Krauel","Noctuid moth abundances, behavior of Brazilian free-tailed bats","No metacoupling process indicated in paper.","Moth abundance, bat mass and activity","Observational study","No","Yes","Paper is not a metacoupling paper","","","","reject"
2020-05-19 21:00:00,"X_Wu","3364",2015,"Rankin","Vascular plants","Tourism and recreation","Species","Review (not qualified for coding)","No","No","A continental scale review about tourism threaten vascular plant diversity.","","Yes","","reject"
2020-05-25 16:36:59,"Y_Zhang","3396",2015,"Koprivnikar","No","Parasitic nematodes richness in migratory/non-migratory birds","No","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-03-19 15:45:17,"A_Herzberger","3408",2015,"Rayner","none, economic loss ","invasive catfish ","economic loss from native fish, no bio data ","Observational study","No","Yes","","","","","reject"
2020-04-29 23:57:05,"Y_Zhang","3481",2015,"Nijman","Several tortoises and turtles","Wildlife trade impact on tortoise and turtle abundance","Abundance (survey traded species only, not species in original places)","Observational study","No","No Supplementary Material Provided","Survey traded species only, not species in original places","No","No","","reject"
2020-03-18 10:03:51,"MG_Chung","3502",2015,"Gremillet","European seabirds' migration","The impacts of marine/foreign fisheries on both juvenile and adult European seabirds during their autum migration","migratory movement","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-05-19 21:02:25,"X_Wu","3529",2015,"Chapman","Neotropical migratory birds",NA,"Species richness","Observational study","No","No","","","","","reject"
2020-04-29 14:09:14,"A_Torres","3537",2015,"Olson","ungulates","Asian Highway Network, linked with global trade and resource extraction","None","Review (not qualified for coding)","No","No Supplementary Material Provided","This paper is a book chapter and more of a synthesis work.","No","","","reject"
2020-04-16 01:31:06,"E_Xing","3560",2015,"Ineich","reptiles","human expansion","no","Other","No","No Supplementary Material Provided","no quantity research of biodiversity","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-19 09:00:43,"E_Dean","3580",2015,"Simeanu","Paddlefish genetics (?)","Trade (caviar and meat)","No quantification","Review (not qualified for coding)","No","No Supplementary Material Provided","Paper does not seem legitimate.","","","","reject"
2020-04-27 16:03:28,"A_Herzberger","3590",2015,"Yasué","# seahorse caught in trade","sea horse trade",NA,"Observational study","No","No","","","","","reject"
2020-04-21 10:41:53,"C_Hovis","3636",2015,"Fraixedas","Bird pop metrics","None","Pop metrics","Observational study","No","No Supplementary Material Provided","Rejected b/c only looked at CC and urbanization (which was not apparently linked to TC)","","","","reject"
2020-03-18 10:56:04,"MG_Chung","3639",2015,"Krull","native flora and fauna","the impacts of invasive species on the native flora and fauna","NA; review paper","Review (not qualified for coding)","No","No Supplementary Material Provided","Although this study is a review paper, Table 10.1 (The primary invasive vertebrates of Australia and New Zealand, and their main impacts on native ecosystems) looks great summary.","","","","reject"
2020-04-30 00:01:40,"Y_Zhang","3673",2015,"Keppel","Mussel and sea star","Ocean acidification and warming impact on mussels and sea stars","Unclear","Experimental study","No","Yes","Ocean acidification and warming (i.e. climate change) was too broad","No","No","","reject"
2020-04-28 18:39:51,"C_Hovis","3699",2015,"Villa",NA,NA,NA,"Observational study","No","No","
Reject b/c microbe study","No","","","reject"
2020-04-30 00:08:01,"Y_Zhang","3719",2015,"Orlova","Euphausiids","[Not metacoupling effect] Climate impact on euphausiids and their predators","Euphausiid abundance","Observational study","No","Yes","","No","No","","reject"
2020-03-18 11:20:17,"MG_Chung","3725",2015,"Pegas","547 local culturally important species (LCIS)","the impact of tourism on the traditional resource use-conservation balance and the potential outcomes for species conservation","IUCN Red List category","Data analysis (not qualified for coding)","No","No Supplementary Material Provided","This study identified 547 local culturally important species (LCIS): 369 were threatened by traditional practices (e.g., hunting) and 161 were protected (e.g., totemic species). Very few LCIS (<5) were threatened by tourism.","","","","reject"
2020-03-26 16:00:11,"A_Herzberger","3738",2014,"Macrae","green and hawksbill sea-turtle populations ","sea turtles being classified as prohibited food by Islam","2 species of sea turtle populations","Observational study","No","No Supplementary Material Provided","","No","Yes","Article cites external influences and media for the decision to classify sea turtles as forbidden  ","reject"
2020-05-19 21:05:21,"X_Wu","3748",2014,"Qin","Birds density",NA,"Density","Review (not qualified for coding)","No","No","","","","","reject"
2020-04-29 00:21:06,"M_Lei","3754",2014,"TELLERÍA","PASSERINE RICHNESS",NA,"patterns of winter bird richness","Observational study","No","No Supplementary Material Provided","","No","No","there is no distant impacts, just talk about productivity, temperature and landscape cover","reject"
2020-05-29 11:18:05,"Y_Li","3760",2014,"BOGGERO","na","na","na","Observational study","No","No Supplementary Material Provided","although this paper involved invisive species, habitat, it seems this article has no relation to our interest - how MC (invisive speicies, here) impacts biodiversity. Reject. ","","","","reject"
2020-04-14 13:43:48,"E_Dean","3766",2014,"De Miguel","Riverine fish species composition","No metacoupling","No biodiversity quantification","Observational study","No","Yes","Study created a list of species present after a mining spill. No analyses.","","","","reject"
2020-05-10 15:48:30,"E_Xing","3771",2014,"Kuenzer","no","no","no","Observational study","No","No Supplementary Material Provided","no telecoupling","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-29 11:21:58,"Y_Li","3795",2014,"Pereira","reef fish","na","fish abundance and richness","Observational study","No","No","not relevant to MC","","","","reject"
2020-05-19 12:04:54,"X_Wu","3807",2014,"Vasconcelos","Fish","Dam construction","Species richness, evenness","Observational study","No","No","The paper is about changes after 2 and 10 years of a dam. Cannot show the impact of dam.","","","","reject"
2020-04-14 13:53:20,"E_Dean","3813",2014,"Araujo","Riverine fish communities","No metacoupling identified","Fish species abundance","Observational study","No","Yes","Although a dam is discussed, there is no mention of any metacoupling process","","","","reject"
2020-04-29 15:31:52,"A_Torres","3831",2014,"Bamford","mammals",NA,"presence","Observational study","No","No","No meta/telecoupling","","","","reject"
2020-05-29 14:59:19,"Y_Li","3845",2014,"Ghorbani","wild orchids","trade","Species diversity ","Observational study","No","No Supplementary Material Provided","illegal harvest of wild orchids for export appears to have grown. ","","Yes","","reject"
2020-04-30 00:18:03,"Y_Zhang","3883",2014,"Au","Coral reef","Divers impact on coral reef abundance","Relative abundance","Observational study","No","Yes","No before/after abundance comparison, can't measure metacoupling effect.","No","No","","reject"
2020-05-10 21:51:47,"E_Xing","3888",2014,"Yoshioka","bug density","no metacoupling","no","Observational study","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-27 11:46:28,"K_Kapsar","3889",2014,"Camerini","Birds and butterflies","Landfill ","Unlcear","Observational study","No","No","Rejected because there's no comparison (before vs. after landfill restoration). There is a comparison between two sites that were restored slightly differently and while there are restoration policies, the design of the restoration was not mentioned to be the specific result of the policy and was therefore rejected. ","No","No","Assumed that ""hazardous waste"" from the landfill was from a distant location. ","reject"
2020-05-29 18:19:21,"Y_Li","3896",2013,"Sato","reptiles","unclear","habitat structure ","Observational study","No","No Supplementary Material Provided","although this paper mentioned ""ski resorts"", no clear sign about MC","","","","reject"
2020-05-11 00:39:51,"E_Xing","3897",2014,"Rolls","stream fish assemblages","anthropogenic barriers in the river such as weirs and dams","proportion of species or relative abundance of species","Modeling study","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-25 23:45:51,"Y_Zhang","3907",2014,"Irl","endemic plant richness","no","endemic plant richness","Observational study","No","No Supplementary Material Provided","The issue is an earlier paper used the similar approach comparing road/trail plant species cover etc. while I included/coded that one because it specifically mentioned tourism; but this paper didn't mention any of those (can't infer metacoupling effect at all) so would exclude this paper.","Yes","No","","reject"
2020-03-18 09:41:21,"A_Herzberger","3924",2014,"Cove","meso mammal communities ","unsure","presence/abundance of meso mammals ","Observational study","No","Yes","","","","","reject"
2020-05-11 00:56:26,"E_Xing","3924",2014,"Cove","occurrence of mesopredators","no","occurrence of mesopredators","Modeling study","No","No","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-03-19 18:26:18,"X_Wu","3924",2014,"Cove",NA,"Landscape changes",NA,"Observational study","No","Yes","","","","","reject"
2020-03-17 16:56:53,"Y_Dou","3924",2014,"Cove","abundance affected by land use and fragmentation","land use","abundance of four nest predators","and modeling","No","Yes","should be excluded","","","","reject"
2020-03-19 21:35:57,"Y_Li","3924",2014,"Cove","habitat associations of four common mesopredators","None","None","Observational study","No","Yes","Not a metacoupling on biodiversity paper","","","","reject"
2020-03-17 17:47:12,"Y_Zhang","3924",2014,"Cove","Mesopredator abundance","Agriculture impact on biodiversity (detection and occurrence)","mesopredator detection and occurrence","Modeling study (not qualified for coding)","No","Yes","","","","","reject"
2020-04-05 11:24:23,"X_Wu","3926",2014,"Ishiyama","Aquatic animal",NA,"Species richness","Observational study","No","No Supplementary Material Provided","Focused on wetland connectivity, didn't mention the external process.","","","","reject"
2020-05-11 01:05:39,"E_Xing","3962",2014,"CAPPS","the diversity and abundance of aquatic macroinvertebrates","no metacoupling","the diversity and abundance of aquatic macroinvertebrates","Observational study","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-06 10:33:17,"X_Wu","3974",2014,"Lyon","Fish",NA,"Population","Observational study","No","No","This paper is about the capture probability of fishes. No metacoupling process was mentioned.","","","","reject"
2020-04-30 13:58:27,"Y_Zhang","4005",2014,"Raj","Native/invasive species","Invasive species distribution and diversity [not metacoupling effect]","Number of species","Observational study","No","Yes","No explicit metacoupling effect measured/reported","No","No","","reject"
2020-04-05 15:05:47,"E_Dean","4016",2014,"Bommarco","Insect and plant communities","No metacoupling described","Species richness","Observational study","No","No Supplementary Material Provided","","","","","reject"
2020-05-11 01:25:36,"E_Xing","4030",2014,"Purcell","extinction of marine invertebrates","no metacoupling","extinction of marine invertebrates","Modeling study","No","No Supplementary Material Provided","na","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-04-05 11:29:34,"X_Wu","4077",2014,"Nascimbene","Lichen","Tourism",NA,"Observational study","No","No","","","","","reject"
2020-04-30 18:04:25,"M_Lei","4107",2014,"Huiskes","NO","plant invasion in Antarcica",NA,"Modeling study (using empirical data and not projected)","No","Yes","","No","No","","reject"
2020-05-29 18:29:58,"Y_Li","4119",2014,"Escarpinati","macroinvertebrates","visitors","richness, total abundance","Experimental study","No","No Supplementary Material Provided","","No","No","not sure where the visitors come from","reject"
2020-03-18 11:42:07,"MG_Chung","4130",2014,"Hoang","NA; changes in forest cover (no tree species)","the impacts of the development of tourism activities on forest covers","NA; changes in forest cover","Observational study","No","No Supplementary Material Provided","no biodiversity aspects in this study","","","","reject"
2020-03-18 14:34:21,"MG_Chung","4142",2014,"Tomankova","benthic macroinvertebrates","NA; no human interference","density of total macroinvertebrates; mean chlorophyll-a concentration","Observational study","No","Yes","","","","","reject"
2020-04-30 21:10:30,"M_Lei","4148",2014,"Nackoney","No","civil conflict",NA,"Modeling study (using empirical data and not projected)","No","No Supplementary Material Provided","","No","No","","reject"
2020-05-25 17:32:09,"Y_Zhang","4198",2014,"Coconier",NA,NA,NA,NA,"No","No","Spanish language","No","No","","reject"
2020-04-29 15:36:33,"A_Torres","4205",2014,"Hughes",NA,"Invasive species",NA,"Review (not qualified for coding)","No","No","","","","","reject"
2020-04-11 16:14:12,"E_Dean","4243",2014,"Kirkwood","Dynamics of penguin and red fox populations","No metacoupling, just mention of introduciton of red foxes to Australia","Fox abundance, penguin abundance","Observational study","No","Yes","","","","","reject"
2020-04-30 15:07:03,"Y_Zhang","4251",2014,"Zarghi","Unclear (biodiversity in general?)","Ecotourism impact on biodiversity","Dominance, Shannon, Simpson, Evenness, Menherick, Margalef, Equitability, Berger-Parker index","Review (not qualified for coding)","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-30 15:48:30,"Y_Zhang","4403",2013,"Ellis","Sea birds","Bycatch and oil/gas spill impact on sea birds","Unclear","Observational study","No","No Supplementary Material Provided","Only did counts for several sea birds over years, no assessment of biodiversity of that species has been made","No","No","","reject"
2020-04-28 13:55:49,"M_Lei","4419",2013,"YORIO","Human activities that may impact Olrog’s Gulls ‘s ’breeding populations","The number of  Olrog’s Gulls ‘s ’breeding site","The number of  Olrog’s Gulls ‘s ’breeding site","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-05-25 14:48:06,"M_Lei","4429",2013,"Yocheva","No","Tourists",NA,"Review (not qualified for coding)","No","No","","No","No","","reject"
2020-04-27 11:53:28,"K_Kapsar","4434",2013,"Ballantyne","Vascular Plants","Tourism","Unclear","Review (not qualified for coding)","No","No","Added to Literature Review folder. Rejected because it does not examine the quantitative impacts of an intervention on biodiversity. Rather, it looks at the percentage of species impacted by the metacoupling from a review of the IUCN database. ","No","Yes","","reject"
2020-04-29 15:42:49,"A_Torres","4454",2013,"Schueler","biomass","EU RED Sustainability Criteria","biomass","Simulation or Forecasting study (does not qualify for coding)","No","No","","","","","reject"
2020-04-30 15:49:22,"M_Lei","4504",2013,"Tolkkinen","leaf-shredding macroinvertebrates, fungal decomposers and leaf decomposition rates in boreal streams","NO","Richness and evenness","Observational study","No","No Supplementary Material Provided","","No","No","","reject"
2020-04-29 13:31:57,"K_Kapsar","4528",2013,"Ogutu","Large-bodied mammals","Human expansion? ","Density","Observational study","No","No","Movement of wildlife between national park and adjacent plains region and expansion of humans into the plains region, resulting in decreases in wildlife... ","Yes","No","Movement of wildlife between national park and adjacent plains where human population expanded? ","reject"
2020-03-18 16:36:42,"MG_Chung","4632",2013,"Porter","biodiversity at the scale of species, especially plants","This review study focused on how interactions between climate change and N enrichment influence biodiversity within the US.","movement of species across landscapes","Review (not qualified for coding)","No","Yes","","","","","reject"
2020-05-19 13:45:39,"X_Wu","4648",2013,"KROEKER",NA,NA,NA,"Meta-analysis","No","No","This paper is about ocean acidification and is a meta-analysis.","","","","reject"
2020-04-27 12:37:28,"A_Herzberger","4652",2013,"Shoo",NA,"Eco tourism","No, quantified socioeconomic ","Observational study","No","No","","","","","reject"
2020-04-11 16:45:12,"E_Dean","4682",2013,"Sato","Alpine and sub-alpine fauna","Tourism to winter recreational sites","Population and community descriptors (e.g. abundance), population viability, fitness measures, and ""other measures"" which included habitat use","Review (not qualified for coding)","No","Yes","","No","No","","reject"
2020-04-27 12:13:22,"A_Herzberger","4683",2013,"Sato","plant richness, abundance and diversity","Ski slope disturbance","richness, abundance and diversity","Review (not qualified for coding)","No","No","","No","Yes","ski tourism ","reject"
2020-04-29 14:48:13,"K_Kapsar","4733",2013,"Steven","Birds","Tourism","Number of species threatened by tourism","Observational study","No","No","While this paper counts the number of endangered and critically endangered bird species threatened by tourism in biodiversity hotspots around the globe, it does not actually measure the impacts of tourism on those species. ","Yes","No","Not specified where tourists are coming from. Assumed to be outside focal CHANS. ","reject"
2020-04-29 15:45:15,"A_Torres","4736",2013,"Bender","reef fishes",NA,"species threat status","Modeling study (using empirical data and not projected)","No","No","","","","","reject"
2020-04-06 16:06:53,"X_Wu","4737",2013,"Lyons","Freshwater turtles","International pet trade",NA,"Observational study","No","No Supplementary Material Provided","Although this paper is about international pet trade, it just foucused on the harvest of turtles, didn't analyze the population or any other biodiversity index.","","","","reject"
2020-05-28 16:22:20,"A_Herzberger","4755",2013,"Koch","lizards",NA,"lizards","Review (not qualified for coding)","No","No","","","","","reject"
2020-04-06 11:13:43,"X_Wu","4812",2013,"DOUGLAS","Land snail",NA,"Species diversity, richness, and abundance","Observational study","No","No","This paper is about the impact of land use on ecosystem integrity.","","","","reject"
2020-03-19 09:39:21,"A_Herzberger","4841",2015,"Condon","Jellyfish populations","general ocean deterioration ","Jellyfish abundance","Observational study","No","Yes","","","","","reject"
2020-05-28 15:09:57,"K_Kapsar","4843",2013,"Payne","Plant species richness","Unclear/NA","Species richness","Observational study","No","No","","No","No","","reject"
2020-03-19 11:35:33,"MG_Chung","4844",2013,"Jaramillo","NA; coffee berries & coffee berry borer (Hypothenemus hampei) as coffee pest","the impacts of environmental changes (climate change and climate variability) and different production systems (e.g., shaded and sus-grown coffee) on coffee berries","NA; the number of berries (coffee production) per branch; the distribution of H.hampei females (coffee pest)","Observational study","No","Yes","","","","","reject"
2020-04-05 17:23:08,"E_Dean","4860",2013,"Stohlgren","Plant communities","Species invasions","No quantification of biodiversity","Review (not qualified for coding)","No","No Supplementary Material Provided","","","","","reject"
2020-05-11 16:40:03,"E_Xing","4883",2013,"Olayide","population of hippos","no metacoupling","population of hippos","Observational study","No","No Supplementary Material Provided","the reason of increasing of hippos population is the action of Hippo Sanctuary (WCHS) , not the ecotourism.","no such data in Chinese survey","no such data in Chinese survey","no such data in Chinese survey","reject"
2020-05-19 13:56:12,"X_Wu","4892",2013,"LABAJ","Invertebrate composition","Spieces invasion","Composition","Experimental study","No","No","This paper is about Paleolimnology.","","","","reject"
2020-03-19 09:31:26,"E_Dean","4921",2013,"Bucater","Estuarine larval fish assemblages","No metacoupling indicated","relative larval fish abundance","Observational study","No","No Supplementary Material Provided","No metacoupling indicated","","","","reject"
2020-04-08 15:53:17,"E_Dean","4965",2013,"Bergstrom","Fish communities","Energy Transfer","Fish species diversity (Shannon's), abundance, composition","Observational study","No","No Supplementary Material Provided","","No","No","The author's discussed wind farms, but did not put the wind farms into context of telecoupling.","reject"
2020-04-29 15:46:47,"A_Torres","4973",2013,"Hughes","wildlife",NA,NA,"Review (not qualified for coding)","No","No","","","","","reject"
2020-05-29 22:41:43,"Y_Li","5004",2019,"Tamario","juvenile European eel","na","occurrence","Observational study","No","No Supplementary Material Provided","Chans, not MC. reject.","","","","reject"
2020-05-29 23:02:54,"Y_Li","5018",2019,"Qin","fish","fish migration","abundance","Observational study","No","No Supplementary Material Provided","did not quantify the impacts. Reject.","","","","reject"
2020-04-29 13:30:23,"C_Hovis","5019",2019,"Ali","Sheep pop",NA,"Presence","Observational study","No","No","Reject no comprehensive analysis of TC factors on sheep pop, just anecdotal evidence, seems like a study at the very early stages of investigation","No","","","reject"
