"timestamp","paper_id","taxa","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id","entry"
2020-05-19 14:12:00,84,"Birds","35","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 1-5","C_Hovis","35"
2020-05-19 14:13:00,84,"Birds","36","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-eared honey eater, Harvest 1-5","C_Hovis","36"
2020-05-19 14:14:00,84,"Birds","37","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 1-5","C_Hovis","37"
2020-05-19 14:15:00,84,"Birds","38","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 1-5","C_Hovis","38"
2020-05-19 14:16:00,84,"Birds","39","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 1-5","C_Hovis","39"
2020-05-19 14:17:00,84,"Birds","40","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Bassian Thrush, Harvest 6-10","C_Hovis","40"
2020-05-19 14:18:00,84,"Birds","41","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown-Headed honeyeater, Harvest 6-10","C_Hovis","41"
2020-05-19 14:19:00,84,"Birds","42","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown Thronbill, Harvest 6-10","C_Hovis","42"
2020-05-19 14:20:00,84,"Birds","43","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brush Cuckoo, Harvest 6-10","C_Hovis","43"
2020-05-19 14:21:00,84,"Birds","44","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crescent honey eater, Harvest 6-10","C_Hovis","44"
2020-05-19 14:22:00,84,"Birds","45","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crested shrike tit, Harvest 6-10","C_Hovis","45"
2020-05-19 14:23:00,84,"Birds","46","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crimson rosella, Harvest 6-10","C_Hovis","46"
2020-05-19 14:24:00,84,"Birds","47","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Eastern spinebill, Harvest 6-10","C_Hovis","47"
2020-05-19 14:25:00,84,"Birds","48","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"eastern wipbird, Harvest 6-10","C_Hovis","48"
2020-05-19 14:26:00,84,"Birds","49","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"easter yellow robin, Harvest 6-10","C_Hovis","49"
2020-05-19 14:27:00,84,"Birds","50","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"fan-tailed cuckoo, Harvest 6-10","C_Hovis","50"
2020-05-19 14:28:00,84,"Birds","51","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"flame robin, Harvest 6-10","C_Hovis","51"
2020-05-19 14:29:00,84,"Birds","52","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"gang-gang cockatoo, Harvest 6-10","C_Hovis","52"
2020-05-19 14:30:00,84,"Birds","53","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"golden whistler, Harvest 6-10","C_Hovis","53"
2020-05-19 14:31:00,84,"Birds","54","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey currawong, Harvest 6-10","C_Hovis","54"
2020-05-19 14:32:00,84,"Birds","55","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey fantail, Harvest 6-10","C_Hovis","55"
2020-05-19 14:33:00,84,"Birds","56","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey shrike-thrush, Harvest 6-10","C_Hovis","56"
2020-05-19 14:34:00,84,"Birds","57","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"laughing kookaburra, Harvest 6-10","C_Hovis","57"
2020-05-19 14:35:00,84,"Birds","58","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"lewin's honey eater, Harvest 6-10","C_Hovis","58"
2020-05-19 14:36:00,84,"Birds","59","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"olive whistler, Harvest 6-10","C_Hovis","59"
2020-05-19 14:37:00,84,"Birds","60","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pied currawong, Harvest 6-10","C_Hovis","60"
2020-05-19 14:38:00,84,"Birds","61","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"plot bird, Harvest 6-10","C_Hovis","61"
2020-05-19 14:39:00,84,"Birds","62","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pink robin, Harvest 6-10","C_Hovis","62"
2020-05-19 14:40:00,84,"Birds","63","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"red wattlebird, Harvest 6-10","C_Hovis","63"
2020-05-19 14:41:00,84,"Birds","64","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rose robin, Harvest 6-10","C_Hovis","64"
2020-05-19 14:42:00,84,"Birds","65","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rufous fantail, Harvest 6-10","C_Hovis","65"
2020-05-19 14:43:00,84,"Birds","66","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"silvereye, Harvest 6-10","C_Hovis","66"
2020-05-19 14:44:00,84,"Birds","67","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"spotted pardalot, Harvest 6-10","C_Hovis","67"
2020-05-19 14:45:00,84,"Birds","68","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated pardalote, Harvest 6-10","C_Hovis","68"
2020-05-19 14:46:00,84,"Birds","69","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated thronbill, Harvest 6-10","C_Hovis","69"
2020-05-19 14:47:00,84,"Birds","70","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb fairy-wren, Harvest 6-10","C_Hovis","70"
2020-05-19 14:48:00,84,"Birds","71","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb lyrebird, Harvest 6-10","C_Hovis","71"
2020-05-19 14:49:00,84,"Birds","72","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 6-10","C_Hovis","72"
2020-05-19 14:50:00,84,"Birds","73","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Positive (beneficial)","Not evaluated",NA,"white-eared honey eater, Harvest 6-10","C_Hovis","73"
2020-05-19 14:51:00,84,"Birds","74","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 6-10","C_Hovis","74"
2020-05-19 14:52:00,84,"Birds","75","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 6-10","C_Hovis","75"
2020-05-19 14:53:00,84,"Birds","76","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 6-10","C_Hovis","76"
2020-05-19 14:54:00,84,"Birds","77","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Bassian Thrush, Harvest 1-5 & fire","C_Hovis","77"
2020-05-19 14:55:00,84,"Birds","78","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown-Headed honeyeater, Harvest 1-5 & fire","C_Hovis","78"
2020-05-19 14:56:00,84,"Birds","79","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown Thronbill, Harvest 1-5 & fire","C_Hovis","79"
2020-05-19 14:57:00,84,"Birds","80","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brush Cuckoo, Harvest 1-5 & fire","C_Hovis","80"
2020-05-19 14:58:00,84,"Birds","81","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crescent honey eater, Harvest 1-5 & fire","C_Hovis","81"
2020-05-19 14:59:00,84,"Birds","82","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crested shrike tit, Harvest 1-5 & fire","C_Hovis","82"
2020-05-19 15:00:00,84,"Birds","83","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crimson rosella, Harvest 1-5 & fire","C_Hovis","83"
2020-05-19 15:01:00,84,"Birds","84","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Eastern spinebill, Harvest 1-5 & fire","C_Hovis","84"
2020-05-19 15:02:00,84,"Birds","85","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"eastern wipbird, Harvest 1-5 & fire","C_Hovis","85"
2020-05-19 15:03:00,84,"Birds","86","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"easter yellow robin, Harvest 1-5 & fire","C_Hovis","86"
2020-05-19 15:04:00,84,"Birds","87","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"fan-tailed cuckoo, Harvest 1-5 & fire","C_Hovis","87"
2020-05-19 15:05:00,84,"Birds","88","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"flame robin, Harvest 1-5 & fire","C_Hovis","88"
2020-05-19 15:06:00,84,"Birds","89","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"gang-gang cockatoo, Harvest 1-5 & fire","C_Hovis","89"
2020-05-19 15:07:00,84,"Birds","90","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"golden whistler, Harvest 1-5 & fire","C_Hovis","90"
2020-05-19 15:08:00,84,"Birds","91","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Negative (detrimental)","Not evaluated",NA,"grey currawong, Harvest 1-5 & fire","C_Hovis","91"
2020-05-19 15:09:00,84,"Birds","92","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey fantail, Harvest 1-5 & fire","C_Hovis","92"
2020-05-19 15:10:00,84,"Birds","93","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey shrike-thrush, Harvest 1-5 & fire","C_Hovis","93"
2020-05-19 15:11:00,84,"Birds","94","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"laughing kookaburra, Harvest 1-5 & fire","C_Hovis","94"
2020-05-19 15:12:00,84,"Birds","95","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"lewin's honey eater, Harvest 1-5 & fire","C_Hovis","95"
2020-05-19 15:13:00,84,"Birds","96","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"olive whistler, Harvest 1-5 & fire","C_Hovis","96"
2020-05-19 15:14:00,84,"Birds","97","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pied currawong, Harvest 1-5 & fire","C_Hovis","97"
2020-05-19 15:15:00,84,"Birds","98","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"plot bird, Harvest 1-5 & fire","C_Hovis","98"
2020-05-19 15:16:00,84,"Birds","99","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pink robin, Harvest 1-5 & fire","C_Hovis","99"
2020-05-19 15:17:00,84,"Birds","100","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"red wattlebird, Harvest 1-5 & fire","C_Hovis","100"
2020-05-19 15:18:00,84,"Birds","101","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rose robin, Harvest 1-5 & fire","C_Hovis","101"
2020-05-19 15:19:00,84,"Birds","102","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"rufous fantail, Harvest 1-5 & fire","C_Hovis","102"
2020-05-19 15:20:00,84,"Birds","103","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"silvereye, Harvest 1-5 & fire","C_Hovis","103"
2020-05-19 15:21:00,84,"Birds","104","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"spotted pardalot, Harvest 1-5 & fire","C_Hovis","104"
2020-05-19 15:22:00,84,"Birds","105","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated pardalote, Harvest 1-5 & fire","C_Hovis","105"
2020-05-19 15:23:00,84,"Birds","106","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"striated thronbill, Harvest 1-5 & fire","C_Hovis","106"
2020-05-19 15:24:00,84,"Birds","107","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb fairy-wren, Harvest 1-5 & fire","C_Hovis","107"
2020-05-19 15:25:00,84,"Birds","108","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"superb lyrebird, Harvest 1-5 & fire","C_Hovis","108"
2020-05-19 15:26:00,84,"Birds","109","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-browed scrub wren, Harvest 1-5 & fire","C_Hovis","109"
2020-05-19 15:27:00,84,"Birds","110","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-eared honey eater, Harvest 1-5 & fire","C_Hovis","110"
2020-05-19 15:28:00,84,"Birds","111","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white naped honey eater, Harvest 1-5 & fire","C_Hovis","111"
2020-05-19 15:29:00,84,"Birds","112","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"white-throated treecreeper, Harvest 1-5 & fire","C_Hovis","112"
2020-05-19 15:30:00,84,"Birds","113","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"yellow-faced honey eater, Harvest 1-5 & fire","C_Hovis","113"
2020-05-19 15:31:00,84,"Birds","114","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Bassian Thrush, Harvest 6-10 & fire","C_Hovis","114"
2020-05-19 15:32:00,84,"Birds","115","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown-Headed honeyeater, Harvest 6-10 & fire","C_Hovis","115"
2020-05-19 15:33:00,84,"Birds","116","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brown Thronbill, Harvest 6-10 & fire","C_Hovis","116"
2020-05-19 15:34:00,84,"Birds","117","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Brush Cuckoo, Harvest 6-10 & fire","C_Hovis","117"
2020-05-19 15:35:00,84,"Birds","118","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crescent honey eater, Harvest 6-10 & fire","C_Hovis","118"
2020-05-19 15:36:00,84,"Birds","119","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crested shrike tit, Harvest 6-10 & fire","C_Hovis","119"
2020-05-19 15:37:00,84,"Birds","120","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Crimson rosella, Harvest 6-10 & fire","C_Hovis","120"
2020-05-19 15:38:00,84,"Birds","121","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"Eastern spinebill, Harvest 6-10 & fire","C_Hovis","121"
2020-05-19 15:39:00,84,"Birds","122","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"eastern wipbird, Harvest 6-10 & fire","C_Hovis","122"
2020-05-19 15:40:00,84,"Birds","123","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"easter yellow robin, Harvest 6-10 & fire","C_Hovis","123"
2020-05-19 15:41:00,84,"Birds","124","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"fan-tailed cuckoo, Harvest 6-10 & fire","C_Hovis","124"
2020-05-19 15:42:00,84,"Birds","125","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"flame robin, Harvest 6-10 & fire","C_Hovis","125"
2020-05-19 15:43:00,84,"Birds","126","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"gang-gang cockatoo, Harvest 6-10 & fire","C_Hovis","126"
2020-05-19 15:44:00,84,"Birds","127","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"golden whistler, Harvest 6-10 & fire","C_Hovis","127"
2020-05-19 15:45:00,84,"Birds","128","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey currawong, Harvest 6-10 & fire","C_Hovis","128"
2020-05-19 15:46:00,84,"Birds","129","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey fantail, Harvest 6-10 & fire","C_Hovis","129"
2020-05-19 15:47:00,84,"Birds","130","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"grey shrike-thrush, Harvest 6-10 & fire","C_Hovis","130"
2020-05-19 15:48:00,84,"Birds","131","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"laughing kookaburra, Harvest 6-10 & fire","C_Hovis","131"
2020-05-19 15:49:00,84,"Birds","132","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"lewin's honey eater, Harvest 6-10 & fire","C_Hovis","132"
2020-05-19 15:50:00,84,"Birds","133","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"olive whistler, Harvest 6-10 & fire","C_Hovis","133"
2020-05-19 15:51:00,84,"Birds","134","Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Alpha (w/in site)","Annual","Neutral (only when there is absolutely no difference in metrics)","Not evaluated",NA,"pied currawong, Harvest 6-10 & fire","C_Hovis","134"
