Timestamp,Coder ID,Paper ID Code ,Year Published,First Author's Last Name,Criteria 1: Biodiversity,Criteria 2: Metacoupling,Criteria 3: Biodiversity Quantification,Criteria 4: Study Type,Were you able to explicitly indicate that the paper meets all four of our criteria for the previous questions?,,,Did you check for relevant information in the supplementary material?,Concerns/Comments,Does this paper need further discussion with the whole group? (Expect most answers to be no),"Did the authors explicitly reference distant impacts on biodiversity in the text of the paper? (If yes, you did not have to infer that there was a telecoupling process.)",Please explain your above answer.
3/30/2020 18:27:06,A_Torres,417,2019,Giovas,NA,Species introduction,NA,Isotope analysis,No,,,No Supplementary Material Provided,,No,No,
3/26/2020 16:06:28,A_Herzberger,5875,2012,Fiedler,migrating sea turtles as by-catch ,Fisheries by-catching sea turtles,amount and composition  of turtles bycatch ,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,these turtles migrate from West Africa to South America and come in-contact with lots of fisheries
3/26/2020 16:00:11,A_Herzberger,3738,2014,Macrae,green and hawksbill sea-turtle populations ,sea turtles being classified as prohibited food by Islam,2 species of sea turtle populations,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,Article cites external influences and media for the decision to classify sea turtles as forbidden  
3/26/2020 15:44:43,A_Herzberger,2710,2016,Lopez-Calderon,historic Seagrass trends,"unsure, other than this is just an important habitat for lots of species","seagrass density, seed bank and extent",Observational study,No,,,No Supplementary Material Provided,,No,No,
3/26/2020 15:25:32,A_Herzberger,2577,2016,Titelboim,fish abundance and richness ,power and desalination plants heat the water,Fish assemblage and species richness ,Observational study,Yes,,,Yes,,No,No,paper is written in the context of climate change
3/26/2020 14:57:22,A_Herzberger,1270,2017,Lima,fish community structure,hydropower dam,"# of fish before and after dam closure, functional diversity",Observational study,Yes,,,Yes,,,No,they mention the dams are for electricity but to where it goes 
3/26/2020 14:48:17,A_Herzberger,1270,2017,Lima,Fish population dynamics before/after dam construction,hydropower dam ,"reproduction, habitat use, diet, life history",Observational study,Yes,,,Yes,,,,
3/23/2020 12:22:07,MG_Chung,3456,2015,Bravo,marine benthic communities,the effect of recreational diving activities on benthic communities,assemblage structure; assemblage composition,Observational study,Yes,,,No Supplementary Material Provided,,No,Yes,"""Sites were chosen based on the information obtained from records of the Puerto Madryn Tourism Office (Secretaría de Turismo 2014) and interviews with dive instructors and dive-centre owners (Bravo, 2013)."""
3/23/2020 11:55:47,MG_Chung,2577,2016,Titelboim,benthic foraminifera,NA; the impacts of rising temperature and salinity levels on benthic foraminifera living in shallow hard-bottom habitats,species abundance and richness,Experimental study,No,,,No Supplementary Material Provided,,No,No,"the response of benthic foraminifera to increased temperature and salinity levels in a thermally polluted area ""mimicking the expected climate changes"""
3/23/2020 11:11:56,MG_Chung,1488,2017,Lopez-Ricaurte,bird species,NA; the impacts of oil palm conversion for bird communitieis inhabiting natural savannas in the Colombian Llanos,bird species richness and abundance,Observational study,Yes,,,Yes,,No,No,They did not clearly mentioned the flows of oil palm demands. They focused on oil palm expansion and their impacts on bird species. But we may imply that oil palm has high demands from other importing countries.
3/20/2020 15:13:52,MG_Chung,7138,2010,Algimantas,nine species of gulls,NA; an analysis of spring migration of nine species of gulls,species abundance,Observational study,No,,,No Supplementary Material Provided,,No,No,"This study's abstract mentioned that they contained the main information about environmental and anthropogenic factors affecting abundance of gulls breeding in the Baltic Sea Region. However, they just showed previous papers regarding the lists of anthropogenic factors (e.g., food availability for gulls from urban wastes and fishing rejects). They did NOT quantify the impacts of anthropogenic factors on the abundance of gulls breeding."
3/20/2020 14:56:00,MG_Chung,6535,2011,Singh,alien fish species,the impacts of alien species (through the aquaculture and aquarium trade) on aquatic biodiversity,the occurrences of alien fish species,Review (not qualified for coding),No,,,No Supplementary Material Provided,"Although this study is a review paper, they showed the impacts of alien fish species (via trade) on indigenous species. Table 3 (row with competition with local species) shows a general relationship of each alien species. In page 9 (right bottom paragraph), they showed several papers about the impact assessments of tilapia on some indigenous species.",Yes,Yes,"This paper is a review of the outcomes of our efforts over the past 10 years to generate field data on alien fish species in India and to assess their potential impacts, in terms of both benefits and risks regarding aquatic biodiversity."
3/20/2020 10:49:48,A_Herzberger,1270,2017,Lima,Fish population dynamics before/after dam construction,hydropower dam ,"reproduction, habitat use, diet, life history",Observational study,Yes,,,Yes,,,,
3/20/2020 10:47:59,K_Kapsar,496,2019,Marques,birds,agriculture and forestry,risk of bird species extinction,Modeling study (using empirical data and not projected),No,,,Yes,"This is the Marques et al. study that we discussed earlier as a group. I wasn't sure exactly what we decided given that this study is very similar to what we're interested in. However, it does not use empirical data on bird species extinction. Rather, it calculates the risk of extinction based on changes in habitat as a result of land use change from agriculture and forestry. For these reasons, I have recommended that we reject it. ",,,
3/20/2020 10:19:56,MG_Chung,6493,2011,Suarez-Rubio,forest bird communities,the impact of exurban development on bird communities,species abundance and richness,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/20/2020 10:11:41,A_Herzberger,5905,2012,Sarmento,meiofaunal harpacticoid copepod assemblage,tourist disturbance,"density, abundance, species richness of harpacticoid species",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/20/2020 9:56:36,K_Kapsar,789,2018,Bertelsmeier,NA,international trade/shipping,propagule pressure,Observational study,No,,,No,"This study examines the rate of establishment of invasive ant species as it relates to rate of discovery by border control agents. However, it does not examine the the risk to other biodiversity in the invaded regions and is therefore rejected from further coding. ",,,
3/20/2020 9:51:01,K_Kapsar,645,2018,Ma,NA,Neighboring households? ,NA,Observational study,No,,,No,"This study examines the impacts of various biodiversity conservation policies on household level income in panda reserves in China. However, it does not appear to measure any actual biodiversity impacts. ",,,
3/20/2020 6:22:34,Y_DOU,92,2019,Wang,amphibian diversity,land use and tourism ,abundances and species numbers,Observational study,Yes,,,Yes,,,,
3/20/2020 0:22:48,M_Lei,3151,2015,LASNE,The nest density and spatial distribution of SEA LAMPREY(PETROMYZON MARINUS),DAM REMOVAL,The nest density and spatial distribution,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 23:41:36,M_Lei,897,2018,Czortek,the distribution of Carex lachenalii Schkuhr in the Tatra Mts,tourism,species richness and diversity,Observational study,Yes,,,Yes,,,,
3/19/2020 22:56:58,M_Lei,769,2018,Gurtler,the number of axis deer and wild boar in a protected area of north-eastern Argentina,hunters to cull wild boar and exotic deer compatible with park conservation goals,NA,Observational study,No,,,No Supplementary Material Provided,There are no quantitative indicators of biodiversity,,,
3/19/2020 22:15:29,X_Wu,6845,2010,Juhasz,Coral abundence,Tourism,Species abundence,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 21:56:39,Y_Li,2222,2016,Nishijima,bird extinction risks ,wood trade,extinction risks,Modeling study (using empirical data and not projected),Yes,,,Yes,,,,
3/19/2020 21:50:48,X_Wu,3165,2015,Fenu,Plant density and plant size of H. caput-felis,Tourism,Plant density and plant size,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 21:46:23,Y_Li,1488,2017,López-Ricaurte,Bird species richness and abundance,none,species richness and abundance,Observational study,Yes,,,Yes,not a meta/telecoupling paper. should not be included in the coding list,,,
3/19/2020 21:35:57,Y_Li,3924,2014,Cove,habitat associations of four common mesopredators,None,None,Observational study,Yes,,,Yes,Not a metacoupling on biodiversity paper,,,
3/19/2020 20:57:33,X_Wu,2606,2016,Seer,"Cover, richness and composition of plant species",Tourism,"Cover, richness and composition of plant species",Observational study,Yes,,,Yes,,,,
3/19/2020 20:40:21,X_Wu,1790,2017,ASCHONITIS,Abundance of European eel,Aquaculture production and trade,Eel catches,Data analysis (not qualified for coding),No,,,Yes,,,,
3/19/2020 20:23:48,MG_Chung,6459,2011,Accogli,the tardigrade fauna,NA; the different kinds of sediments and their roles for the tardigrade fauna,"species diversity, density, and relative abundance",Observational study,No,,,No Supplementary Material Provided,,,,
3/19/2020 20:19:11,X_Wu,1575,2017,Bentzen,NA,Oil development,NA,Experimental study,No,,,No Supplementary Material Provided,This paper did not measure the biodiversity.,,,
3/19/2020 18:45:09,X_Wu,6655,2011,Salvador,Species richness,Eco-tourism,Species richness,Observational study,No,,,No Supplementary Material Provided,Exclude,,,
3/19/2020 18:26:18,X_Wu,3924,2014,Cove,NA,Landscape changes,NA,Observational study,No,,,Yes,,,,
3/19/2020 18:07:29,MG_Chung,6426,2011,Katdare,Gharial (Gavialis gangeticus),NA; the relationships between the number of water pumps and gharial numbers,the number of gharials,Observational study,No,,,No Supplementary Material Provided,"Although their abstract mentioned the possible impacts of tourism on gharials, they did not measure such impacts but just mentioned their potential hypothesis.",,,
3/19/2020 17:54:50,X_Wu,3456,2015,Bravo,Benthic assemblage structure and composition,Tourism, Assemblage structure and composition,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 17:27:36,X_Wu,2577,2016,Titelboim,Abundance and richness of benthic foraminifera,Thermal pollution,Abundance and richness,Observational study,Yes,,,Yes,,,,
3/19/2020 16:30:17,X_Wu,1488,2017,López-Ricaurte,Bird species richness and abundance,Land use change,Species richness and abundance,Observational study,Yes,,,Yes,,,,
3/19/2020 16:23:58,MG_Chung,6396,2011,Murphy,the littoral macroinvertebrate communities,Chernobyl accident,"total abundance, taxon richness, Berger-Parker dominance, Shannon-Wiener diversity, taxon richness",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 16:11:52,MG_Chung,6351,2011,Lisi,Blowflies & Angelica,NA;,NA; isotope experiments,Observational study,No,,,No Supplementary Material Provided,This study focused on the effect of natural migration of salmon and their interactions with blowflies and angelica.,,,
3/19/2020 16:03:00,MG_Chung,6024,2012,R.,the floristic diversity of the montane forest,NA,alpha diversity; beta diversity,Observational study,No,,,No Supplementary Material Provided,"Although they mentioned the impacts of tourism activities on floristic diversity, their main text focused on the floristic diversity of the montane forest of Western Ghats of India. There is no metacoupling processes.",,,
3/19/2020 15:48:05,C_Hovis,3456,2015,Bravo, benthic organism pops, tourism,"assemblage structure, composition",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 15:45:17,A_Herzberger,3408,2015,Rayner,"none, economic loss ",invasive catfish ,"economic loss from native fish, no bio data ",Observational study,No,,,Yes,,,,
3/19/2020 15:21:37,A_Herzberger,332,2019,Wagaw,Lake quality and biodiversity ,"Water extraction: industrial (soda ash prod., mineral, salt extraction) & agriculture processes (irrigation, livestock)","Lake level, water chemistry, invertebrates, fish, birds,",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 15:02:27,MG_Chung,5966,2012,Vitule,fish fauna,"biotic homogenization of fish fauna caused by the elimination of a natural barrier by a dam construction, aquacuture, aquarium trade","Jaccard’s and Bray–Curtis’s coefficients, Whittaker’s beta diversity index, non-metric multidimensional scaling analysis (NMDS) and nonparametric tests",Modeling study (using empirical data and not projected),Yes,,,Yes,,,,
3/19/2020 13:17:56,M_Lei,1488,2017,Ricaurte,avian biodiversity in a Neotropical natural savanna,oil palm expansion,Species richness and abundance; mean species richness and mean total abundance,Observational study,Yes,,,Yes,,,,
3/19/2020 13:01:52,K_Kapsar,309,2014,Sergo,NA - non-specific changes in forest cover,tourism,change in forest area,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"Study analyzes relationship between forest area at a national level and tourism arrivals, but does not analyze any particular species or set of species. ",,,
3/19/2020 12:54:42,MG_Chung,5945,2012,Dupain,animal carcass numbers and species,"test if mean body mass, species richness, and rarity of the mammal species brought to the market were predicted by with anthropogenic pressures in the catchment areas from which the animals originated","mean body mass, species richness, and rarity of the mammal species in the market",Modeling study (using empirical data and not projected),No,,,Yes,"This study's causal directions were not matched with our project. They focused on the impacts of anthropogenic pressures (e.g., fire, human population density, transport road density, and cropland) in the catchment areas on the animal carcass numbers and species in the Basankusu market. (not the impacts of bushmeat demands on biodiversity in the catchment)",,,
3/19/2020 12:23:36,M_Lei,3456,2015,Bravo, Patagonian rocky reefs,Effect of recreational diving,Multivariate dispersion of assemblage structure(Disturbance),Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 12:04:58,A_Torres,411,2015,Flynn,Coral reef decline,Impacts of boat anchoring associated with ocean recreation and boat traffic,"benthic community composition, coral colony size and density, species richness and abundance",Observational study,Yes,,,No Supplementary Material Provided,"Shipping or recreation, nor the source of the ships (local, national, international) is mentioned. The scale of the entire system is unclear.",,,
3/19/2020 12:01:35,MG_Chung,5697,2012,Kuvan,NA; forest area,the impacts of mass tourism development on forests and focuses on deforestation and forest fragmentation,NA; the number of trees cut (not specific tree species),Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
3/19/2020 12:00:23,K_Kapsar,29,2019,Guan,Diversity of vegetation and seed banks,Unclear,Species richness,Observational study,No,,,Yes,"This paper deals with the effects of channel diversion in the Yellow River. However, channel diversion was not for the direct purpose of any telecoupling process and the spatial extent of the channel diversion makes me think that it occurred within a single system (as opposed to transferring water from one system to another). Some background research on the Yellow River reveals that telecoupled processes (i.e. aquaculture and oil and gas development) may have been a rationale for the channel diversion (https://earthobservatory.nasa.gov/world-of-change/YellowRiver), but I decided that this was too far removed from the actual diversion to justify inclusion in this study. ",,,
3/19/2020 11:53:21,MG_Chung,5640,2012,Cocca,NA; landscape changes (forest and agricultural areas),the loss of agricultural areas due to reafforestation in the Estern Italian Alps,NA; land use changes using the land use/cover data,Data analysis (not qualified for coding),No,,,No Supplementary Material Provided,,,,
3/19/2020 11:48:23,M_Lei,3924,2014,Cove,Nest predators occurrence in the Neotropics,fragmentation and landscape changes,index of habitat heterogeneity and habitat fragmentation;Nest predators occurrence .,Observational study,Yes,,,Yes,,,,
3/19/2020 11:35:33,MG_Chung,4844,2013,Jaramillo,NA; coffee berries & coffee berry borer (Hypothenemus hampei) as coffee pest,"the impacts of environmental changes (climate change and climate variability) and different production systems (e.g., shaded and sus-grown coffee) on coffee berries",NA; the number of berries (coffee production) per branch; the distribution of H.hampei females (coffee pest),Observational study,No,,,Yes,,,,
3/19/2020 10:56:42,M_Lei,2577,2016,Titelboim,abundance and richness of benthic foraminifera,Thermal pollution of power and desalination plants,abundance and richness,Observational study,Yes,,,Yes,,,,
3/19/2020 10:41:39,A_Herzberger,5486,2018,Urra,mollusk populations dynamics, harvest of commercial mollusks during tourist season,abundance of commercial mollusks,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 10:09:37,A_Herzberger,5245,2018,Aizen," native Patagonian bumblebee, Bombus dahlbomii, population",international trade of invasive bumblebee ,# of invasive imported bees ,policy direction,No,,,Yes,,,,
3/19/2020 9:39:21,A_Herzberger,4841,2015,Condon,Jellyfish populations,general ocean deterioration ,Jellyfish abundance,Observational study,Yes,,,Yes,,,,
3/19/2020 9:38:48,E_Dean,2704,2016,Mammides,Migratory bird communities,"Land use (roads, agriculture)","Species richness (total, passage migrants, resident breeders, increasing global pop. trends, stable global pop. trends, and decreasing global pop. trends)",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 9:31:26,E_Dean,4921,2013,Bucater,Estuarine larval fish assemblages,No metacoupling indicated,relative larval fish abundance,Observational study,No,,,No Supplementary Material Provided,No metacoupling indicated,,,
3/19/2020 9:12:01,E_Dean,792,2018,Hardisty-Moore,Migratory animal population dynamics,No metacoupling explicitly indicated,Abundance,Modeling study (using empirical data and not projected),No,,,No Supplementary Material Provided,"Paper just examined the shift in population trends over time, organized by animal and type of migratory behavior. No metacoupling indicated.",,,
3/19/2020 9:00:43,E_Dean,3580,2015,Simeanu,Paddlefish genetics (?),Trade (caviar and meat),No quantification,Review (not qualified for coding),No,,,No Supplementary Material Provided,Paper does not seem legitimate.,,,
3/19/2020 8:56:53,M_Lei,6655,2011,Salvador,Large mammal species richness and habitat use in an upper Amazonian forest,Ecotourism ,Large mammal species richness,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/19/2020 8:39:53,E_Dean,3355,2015,Krauel,"Noctuid moth abundances, behavior of Brazilian free-tailed bats",No metacoupling process indicated in paper.,"Moth abundance, bat mass and activity",Observational study,No,,,Yes,Paper is not a metacoupling paper,,,
3/18/2020 20:42:52,K_Kapsar,11,2019,Ellen,unclear,Trade networks,none,Observational study,No,,,No Supplementary Material Provided,,,,
3/18/2020 20:17:20,A_Torres,199,2019,Sanchez-Mercado,Red Siskin native populations,Wildlife trade,There is no quantification of impacts on native communities,Data analysis (not qualified for coding),No,,,No,"This paper is not assessing the impact of wildlife trade on Red Siskin, but testing hypotheses of parallel vs. specialized illegal trade. There are records of species intercepted, but no assessment of extraction rates before global demand",,,
3/18/2020 20:15:20,A_Torres,357,2019,Lomas,Movement Ecology of Northern Pacific Rattlesnakes,Tourism,attributes of home ranges and movement patterns within those home ranges,Observational study,Yes,,,No Supplementary Material Provided,The link with tourism is very weak,,,
3/18/2020 20:08:01,K_Kapsar,1488,2017,Lopez-Ricaurte,Birds,oil palm plantations,"species richness, abundance, and community composition",Observational study,Yes,,,Yes,,,,
3/18/2020 18:22:57,M_Lei,77,2011,Salvador,Large mammal species richness and habitat use in an upper Amazonian forest,Ecotourism ,Large mammal species richness,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/18/2020 18:07:20,K_Kapsar,2577,2016,Titelboim,effect of thermal pollution on benthic foraminifera,Powerplants,Species richness,Observational study,No,,,No Supplementary Material Provided,Rejected because foraminifera are single-celled protists. Not plants or animals. ,,,
3/18/2020 17:37:42,A_Torres,336,2019,Estrada,primate habitats and population persistence,International trade of agricultural and nonagricultural commodities,habitat conversion (deforestation) & number of primate species currently threatened with extinction in each country at present in 2050 and 2100,Simulation or Forecasting study (does not qualify for coding),No,,,Yes,"UNCLEAR. The first part of the paper assesses deforestation trends associated with trade by countries, looking at countries where primates naturally occur (which I think should be excluded). The second part look at the number of threatened primates in those countries and model the future risk of primate extinction according to changing in land-use. The model combines land-use maps with a Countryside species-area-relationship model. It allocates the threatened species to certain land-uses according to their affinity, but there are not empirical data... I think it should be excluded but I'd like to check with someone else.",,,
3/18/2020 17:17:37,Y_DOU,3006,2015,Oliveira,artificial and natural reef on attracting divers,tourism,no,Observational study,No,,,No,excluded,,,
3/18/2020 17:06:54,Y_DOU,1744,2017,Havašová,"forest management on the spruce bark beetle population dynamics,",no,"the spruce bark beetle population dynamics,",Observational study,No,,,No,excluded,,,
3/18/2020 16:53:12,Y_DOU,1328,2017,Lau, forest extent and newt demography,no,population size,Observational study,No,,,No,exclude,,,
3/18/2020 16:36:42,MG_Chung,4632,2013,Porter,"biodiversity at the scale of species, especially plants",This review study focused on how interactions between climate change and N enrichment influence biodiversity within the US.,movement of species across landscapes,Review (not qualified for coding),No,,,Yes,,,,
3/18/2020 16:29:41,A_Torres,319,2019,Shaw,raptor populations,"land coversion (farmland expansion), however there are no mentioned linkages with trade. It is just an analyses of species richness in different habitats ",encounter rates and species richness,Observational study,No,,,Yes,,,,
3/18/2020 16:14:02,A_Torres,299,2014,Sturaro,responses of amphipod assemblages associated with Posidonia oceanica meadows to different marine protection levels,"UNCLEAR This is not a coordinated instrument for marine protected areas (like Natura 2000 or Ramsar) AND the study does not assess the effects of protection but of different levels of protection, i.e., it does not compare protected with unprotected areas. ",patterns of amphipod assemblages,Observational study,No,,,No Supplementary Material Provided,,,,
3/18/2020 15:15:52,A_Herzberger,4087,2012,Randall,waterfowl communites ,wetland reserve program,bird density ,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/18/2020 14:54:54,A_Herzberger,2567,2016, Chaudhary,"mammals, birds, amphibians and reptiles extinction",agriculture land use ,estimates of species loss ,Simulation or Forecasting study (does not qualify for coding),No,,,Yes,,,,
3/18/2020 14:48:33,MG_Chung,4155,2014,Thomas,songbird species,"the effects of conventional oil and gas development on the abundance of songbird species and guilds, species diversity, and community similarity within and between mixed hardwood and oak forest types",songbird species counts; counts of individuals within guilds,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/18/2020 14:47:35,A_Herzberger,300,2019,Lwin,Diversity of aquatic macroinvertebrate,conservation/tourism - no ,species richness ,Observational study,No,,,No Supplementary Material Provided,,,,
3/18/2020 14:34:21,MG_Chung,4142,2014,Tomankova,benthic macroinvertebrates,NA; no human interference,density of total macroinvertebrates; mean chlorophyll-a concentration,Observational study,No,,,Yes,,,,
3/18/2020 13:50:14,C_Hovis,1488,2017,Lopez-Ricaurte,bird species richness/abundance/community composition etc., Land conversion from savanna to oil palm due to global demand/spillover effects of forest protections (Ex:  REDD +),bird species richness/abundance/community composition etc.,Observational study,Yes,,,Yes,,,,
3/18/2020 12:30:22,Y_DOU,1488,2017,López-Ricaurte,biodiversity in oil palms and natural savanna,oil palm plantations.,species richness and abundance,Observational study,Yes,,,Yes,,,,
3/18/2020 12:14:32,MG_Chung,4132,2014,Bjerke,the Svalbard-breeding population of pink-footed goose (Anser brachyrhynchus),the impacts of goose grazing on hay biomass and quality (diary grassland for farmers),the Shannon biodiversity index,Experimental study,Yes,,,No Supplementary Material Provided,,,,
3/18/2020 11:42:07,MG_Chung,4130,2014,Hoang,NA; changes in forest cover (no tree species),the impacts of the development of tourism activities on forest covers,NA; changes in forest cover,Observational study,No,,,No Supplementary Material Provided,no biodiversity aspects in this study,,,
3/18/2020 11:20:17,MG_Chung,3725,2015,Pegas,547 local culturally important species (LCIS),the impact of tourism on the traditional resource use-conservation balance and the potential outcomes for species conservation,IUCN Red List category,Data analysis (not qualified for coding),No,,,No Supplementary Material Provided,"This study identified 547 local culturally important species (LCIS): 369 were threatened by traditional practices (e.g., hunting) and 161 were protected (e.g., totemic species). Very few LCIS (<5) were threatened by tourism.",,,
3/18/2020 10:56:04,MG_Chung,3639,2015,Krull,native flora and fauna,the impacts of invasive species on the native flora and fauna,NA; review paper,Review (not qualified for coding),No,,,No Supplementary Material Provided,"Although this study is a review paper, Table 10.1 (The primary invasive vertebrates of Australia and New Zealand, and their main impacts on native ecosystems) looks great summary.",,,
3/18/2020 10:52:31,A_Torres,276,2014,Lopes,plant and animal populations,Dams,No quantification. It is a literature review,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
3/18/2020 10:03:51,MG_Chung,3502,2015,Gremillet,European seabirds' migration,The impacts of marine/foreign fisheries on both juvenile and adult European seabirds during their autum migration,migratory movement,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/18/2020 9:50:58,MG_Chung,3297,2015,Godoy,mangroves,NA; the documented response of mangroves to environmental change casued by global climate change,NA,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
3/18/2020 9:41:21,A_Herzberger,3924,2014,Cove,meso mammal communities ,unsure,presence/abundance of meso mammals ,Observational study,No,,,Yes,,,,
3/18/2020 9:19:25,A_Herzberger,3456,2015,Bravo,benthic community structure and composition,Diving tourism,identity and relative abundance of benthic taxa,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/17/2020 21:24:45,A_Torres,140,2019,Schroter,Cultural ecosystem services provided by birds and mammals (existince and beques and birdwatching),Species migration,No biodiversity quantification,Analyse species mentioned in relation to conservation efforts in NGO reports,No,,,No,The objective of the paper is to identify and characterise sending regions for interregional flows of two understudied cultural ES. There is no assessment of how the species migration affects biodiversity,,,
3/17/2020 20:27:36,A_Torres,131,2019,Ranjan,There is no quantitative assessment of impacts on biodiversity,Payment for Ecosystem Services,None,Modeling study (not qualified for coding),No,,,Yes,"The research question tackled is ""how to support an environmental enterprise based on commercially utilizing a rapidly spreading invasive weed to derive the best outcomes for the environment as well as the local communities involved?"" and is a modeling study.",,,
3/17/2020 20:17:35,A_Torres,6,2019,Palacio,changes in the bird community,"There is no external process. The paper assess the impacts of land-use change (forest loss) on species extinction and re-colonization, but it does not link land-use change with trade or any external process. Wildlife trade is mentioned just for one species as a potential factor contributing to the trends, but without quantifications and acknowledging that land-use changes are the most parsimonious explanation for changes in the species community ",Community changes and species trends,Observational study,No,,,No,,,,
3/17/2020 19:17:16,Y_Zhang,6655,2011,Salvador,Species richness and composition,"Ecotourism impact on species richness, abundance, migration?",Species richness,Observational study,No,,,No Supplementary Material Provided,"Not really talked about ecotourism impact on species richness, but only compare different sites in dry and wet seasons",,,
3/17/2020 17:47:12,Y_Zhang,3924,2014,Cove,Mesopredator abundance,Agriculture impact on biodiversity (detection and occurrence),mesopredator detection and occurrence,Modeling study (not qualified for coding),No,,,Yes,,,,
3/17/2020 17:09:20,Y_Dou,3456,2015,Bravo,taxa of reefs affected by diving,diving ,Similarity matrices based on BrayeCurtis measure of  square-root transformed percentage covers,Observational study,Yes,,,No Supplementary Material Provided,,,,
3/17/2020 16:56:53,Y_DOU,3924,2014,Cove,abundance affected by land use and fragmentation,land use,abundance of four nest predators,and modeling,No,,,Yes,should be excluded,,,
3/17/2020 16:41:03,Y_DOU,2577,2016,Titelboim,species richness affected by sea water temperature and salinity ,intracoupling,species richness,Observational study,No,,,Yes,should be excluded,,,
3/17/2020 16:29:36,Y_DOU,6655,2011,Salvador,Species richness in eco-tourium sites,mammals' diversity along a 123 km transect ,species richness,Observational study,No,,,No Supplementary Material Provided,should be excluded.,,,
3/17/2020 16:29:02,MG_Chung,3172,2015,Marco,497 mammalian carnivores and ungulates,"the probability of a species being at higher risk was increased by high levels of human pressure (e.g., human influence index)",the extinction risk (binomial- lower risk & higher risk) of 497 mammalian carnivores and ungulates,Modeling study (not qualified for coding),No,,,Yes,Modeling the drivers of extinction risk transition,,,
3/17/2020 16:17:53,Y_DOU,1198,2017,Esper-Reyes,Seed species diversity,Seed dispersal patterns generated by rivers,Seed species diversity,Observational study,No,,,No,this should be excluded.,,,
3/17/2020 15:52:58,MG_Chung,3070,2015,Cusser,wild pollinators (insect),the impact of current and historic land use at multiple spatial scales on pollinator community composition within agroecological landscapes,insect abundance; richness,Observational study,No,,,Yes,"There is no human-interference. This study focused on the impact of current and historic land use on the wild pollinators of the peach agroecosystem to determine the factors and spatial scales that drive community composition and to identify the potential existence of extinction debt following recent exurban development. Although they mentioned exurban development, they did not quantify the impacts of exurban development on pollinator abundance and richness. They investigated whether extinction debt exists across pollinator communities, with historic land use serving as a better predictor of pollinator abundance and richness than current land use.",,,
3/17/2020 14:38:27,K_Kapsar,3456,2015,Bravo,benthic community composition,recreational diving by tourists,"assemblage structure, assemblage composition",Observational study,Yes,,,No Supplementary Material Provided,,,,
3/17/2020 14:19:15,MG_Chung,3067,2015,Seebens,alien vascular plant species,"Modeling the role of trade, climate, and donor region biodiversity in alien plant invasion.",predicted numbers of naturalized plants,Modeling study (not qualified for coding),No,,,Yes,,,,
3/17/2020 14:11:49,A_Herzberger,2577,2016,Titelboim,Fish abundance and richness,power production,Fish abundance and richness,Observational study,Yes,,,Yes,,,,
3/17/2020 13:41:27,MG_Chung,2827,2016,Olivar,vertically migrating fish species in the neuston of oceanic waters,"NA; the impacts of environmental variables (e.g., oxygen concentration) on fishes' distribution patterns",fish assemblage; fish species' distributions,Observational study,No,,,No Supplementary Material Provided,only focus on natural aspects; This study did not include any human-interference factors.,,,
3/17/2020 13:34:11,MG_Chung,2760,2016,Firth,ocean biodiversity,"NA; the impacts of ocean sprawl (e.g., the proliferation of artificial structures) on biodiversity",NA,Review (not qualified for coding),No,,,No Supplementary Material Provided,,,,
3/17/2020 12:46:58,MG_Chung,2580,2016,Chaudhary,"mammals, birds, amphibians, and reptiles","biodiversity loss due to global agriculture, pasture, and forest land use from a producer and consumer perspective",biodiversity impacts per crid cell (global species eq lost years),Modeling study (not qualified for coding),No,,,Yes,This study used species-area relationship (SAR) model. Countryside SAR predicts the number of species lost caused by all (cumulative) land uses within an ecoregion.,,,
3/17/2020 12:45:24,A_Herzberger,1488,2017,Lopez-Ricaurte,Bird communities ,palm oil conversion,Bird species richness and abundance,Observational study,Yes,,,Yes,,,,
3/17/2020 12:26:22,Y_Zhang,3456,2015,Bravo,Benthic assemblage structure and compositon,Tourism (scuba divers) impact on benthic organisms' assemblage structure and composition,Benthic assemblage structure and composition,Observational study,Yes,,,No Supplementary Material Provided,,,,
