"paper_ID","title","author","year","abstract","taxa","tc","bd_ctr","bd_cont","study_id","study_effect"
"1488","Impacts of oil palm expansion on avian biodiversity in a neotropical natural savanna","LOPEZ-RICAURTE LINA;EDWARDS DAVID P;ROMERO-RODRIGUEZ NABHI;GILROY JAMES J",2017,"The consequences of converting tropical rainforest to oil palm are well-documented, but the impacts of oil palm conversion on natural savanna landscapes remain little-known. Natural savannas in south america have been identified as fertile grounds for future oil palm expansion, partly due to perceived low biodiversity impacts relative to forest systems. We quantify the impacts of oil palm conversion for bird communities inhabiting natural savannas in the colombian flaws. Bird species richness and abundance were significantly reduced at sampling points in oil palm relative to adjacent natural savannas, with marked concomitant shifts in community composition. Aquatic, forest and grassland specialists all showed significantly lower abundances in oil palm habitat relative to savanna, as did migratory species and carnivorous/insectivorous dietary guilds. In both habitats, point-level species richness and total bird abundance increased with proximity to remnant forest patches. Within savanna, total bird abundance also decreased with proximity to adjacent oil palm, though species richness was not significantly affected. Within oil palm, point-level abundance increased with proximity to savanna, suggesting that communities in both habitats may be impacted by reciprocal edge or spill-over effects. Point-level abundance in oil palm also increased significantly with the presence of an invasive vine 'kudzu', a species introduced in some plantations as a soil protection measure, although species richness was not affected. Our work underlines the need for careful monitoring of further large-scale agro-industrial conversion in the llanos. In particular, we suggest greater efforts to direct oil palm expansion towards already degraded lands (e.g. Improved grassland areas currently used for intensive cattle grazing) to ensure remaining natural savannas are spared.","Birds","Trade","COL","South America","1488_Birds","Harmful"
"1551","Tourism impacts on benthic communities of sandy beaches","MACHADO PHILLIPE MOTA;SUCIU MARJORIE CREMONEZ;COSTA LEONARDO LOPES;TAVARES DAVI CASTRO;ZALMON ILANA ROSENTAL",2017,"This study evaluated the effect of human trampling on the benthic macrofauna of two beaches in southeast brazil with different levels of intensity of tourism, grussai (more impacted) and manguinhos (less impacted), during periods of high and low tourism activity. The macrofauna of urbanized (u) and non-urbanized (nu) sectors of the inter-tidal zone was sampled and the number of visitors was recorded. General linear models revealed a decreasing in abundance of macrofauna species in the urbanized sectors of analyzed beaches, which are exposed to higher trampling impact than in non-urbanized areas. At manguinhos beach, trampling did not affect the macrofauna (<1 visitors.m(-2)), except for the polychaete scolelepis sp., which was less abundant in the u sector. Considering the benthic community, atlantorchestoidea brasiliensis, hemipodia californiensis and scolelepis sp. Were more sensitive to human trampling pressure and may be used as potential bioindicators of tourism impact. Management plans should consider mitigation of the effects of tourism, such as the control of the visitor number and their decentralization.","Invertebrates","Tourism","BRA","South America","1551_Invertebrates","Not significant or unclear"
"1565","Subtle differences in birds detected between organic and nonorganic farms in saskatchewan prairie parklands by farm pair and bird functional group","KIRK DAVID ANTHONY;LINDSAY KATHRYN E FREEMARK",2017,"Organic farming may be more beneficial to biodiversity than nonorganic farming but the comparison is often confounded by regional within-farm and landscape differences. We compared breeding bird species composition and abundance on 10 farm pairs of each type matched at the site level for land cover in the prairie parklands of saskatchewan, canada in 1990. Land cover was measured around bird point counts at two extents; 'site' (6.3 ha area) and 'field' (16.3 ha area). We pooled species into functional groups; linear mixed models showed no significant differences between farm types for species richness but that all birds, migratory birds using crops and aerial insectivores were more abundant on organic farms. A permutational multivariate analysis of variance demonstrated that farm type did not have a significant overall effect on compositional similarity but that pairwise differences existed between about half of the farm pairs (the direction of differences in beta diversity was not consistent between organic and nonorganic fauns according to tests for the homogeneity of multivariate dispersions). Farm-pair differences were more pronounced for all birds and for migratory bird species using crops, migratory birds consuming grains and ground feeders, but not grassland birds. Nmds ordinations suggested that there was more variation in species composition and abundance on organic farms than nonorganic ones but the difference was not significant. Distance-based redundancy analysis (dbitda) was used to examine the main drivers of bird species composition and abundance and to see which extent was most important; land cover at the field extent was more important than land cover at the site extent or the farming practices measured. The most important field-extent land cover was the amount of native grassland, woodland (including shelterbelts) and wetlands. After controlling for significant field-extent land cover, seed treatment, herbicide use, and number of passes were significant. At the site extent, greater non-crop heterogeneity had a significantly positive effect on abundance and species richness of several groups (e.g., grassland birds, migratory granivores, ground feeders, ground nesters) but a negative effect on richness of woodland birds and abundance of aerial insectivores. Relationships with crop heterogeneity were mostly negative and non-significant. Overall land cover heterogeneity at the site level was positively related to the richness of grassland birds. In contrast at the field extent, non-crop heterogeneity did not have any significant effects on the richness and abundance of any functional group. Crop heterogeneity had a significantly negative effect on aerial insectivore richness and abundance. In the early 1990s, differences in birds between organic and nonorganic farms in saskatchewan were evident but subtle and variable among farms, and apparently most related to land cover-bird assemblage interactions/relationships.","Birds","Trade;Knowledge Transfer","CAN","North America","1565_Birds","Not significant or unclear"
"1590","How is wood-based pellet production affecting forest conditions in the southeastern united states?","DALE VIRGINIA H;PARISH ESTHER;KLINE KEITH L;TOBIN EMMA",2017,"Exports of woody pellets from the southeastern united states (us) for european power plants have expanded since 2009, leading to concerns about major negative environmental effects. Us exports of wood pellets have grown from essentially nothing in 2008 to 4.6 million metric tons in 2015, with 99% of us pellets being shipped to europe. To examine effects of this recent expansion of the pellet industry on forest conditions, we use us department of agriculture forest service (usfs) forest inventory and analysis (fia) annual survey data for 2002-2014 to analyze changes in timberland trends since 2009 for two fuelsheds supplying pellets to the ports of chesapeake, virginia, and savannah, georgia. This analysis reveals that the chesapeake fuelshed had significant increases in acreage of large trees and harvestable carbon after 2009. Furthermore, the timberland volume within plantations increased in the chesapeake fuelshed after 2009. The savannah fuelshed had significant increases in volume, areas with large trees, and all carbon pools after 2008. Increases in carbon in live trees for the chesapeake fuelshed and all carbon pools for the savannah fuelshed for the years before and after 2009 provide empirical support to prior estimates that production of wood-based pellets in the southeast us can enhance greenhouse gas sequestration. Both fuelsheds retained more naturally regenerating stands than plantations; however the number of standing dead trees increased within naturally regenerating stands and declined within plantations (but only significantly for the savannah fuelshed). While the decrease in the number of standing dead trees per hectare for the savannah fuelshed plantations after 2009 warrants investigation into its effects on biodiversity, others have recommended thinning and hardwood mid-story control within pine plantations to provide habitat for regionally declining bird species, which is consistent with use of biomass for energy and reducing the risk of fire. While all energy use affects the environment, these results show that benefits accrue when sustainable forest management provides wood pellets for energy that keep fossil fuel in the ground. By contrast urbanization is the greatest cause of forest loss in the se us. It is essential to consistently monitor and assess forest conditions to assess changes, for exports of wood-based pellets for the southern us are expected to grow. Even though use of pellets for energy has more than doubled, the pellet industry constitutes < 1% of us forest products by weight. Therefore, any recent changes, in se us forest conditions are more likely related to the 2008 declines in the housing market. Continued analysis of annual fia data using the methods outlined in this manuscript provides a scientifically valid approach for ongoing assessment. (C) 2017 elsevier b.v. All rights reserved.","Plants/Trees/Shrubs","Trade","USA","North America","1590_Plants/Trees/Shrubs","Beneficial"
"1616","Tracking progress toward eu biodiversity strategy targets: eu policy effects in preserving its common farmland birds","GAMERO ANNA;BROTONS LLUIS;BRUNNER ARIEL;FOPPEN RUUD;FORNASARI LORENZO;GREGORY RICHARD D;HERRANDO SERGI;HORAK DAVID;JIGUET FREDERIC;KMECL PRIMOZ;LEHIKOINEN ALEKSI;LINDSTROM AKE;PAQUET JEAN-YVES;REIF JIRI;SIRKIA PAIVI M;SKORPILOVA JANA;VAN STRIEN ARCO;SZEP TIBOR;TELENSKY TOMAS;TEUFELBAUER NORBERT;TRAUTMANN SVEN;VAN TURNHOUT CHRIS A M;VERMOUZEK ZDENEK;VIKSTROM THOMAS;VORISEK PETR",2017,"Maximizing the area under biodiversity-related conservation measures is a main target of the european union (eu) biodiversity strategy to 2020. We analyzed whether agrienvironmental schemes (aes) within eu common agricultural policy, special protected areas for birds (spas), and annex i designation within eu birds directive had an effect on bird population changes using monitoring data from 39 farmland bird species from 1981 to 2012 at eu scale. Populations of resident and short-distance migrants were larger with increasing spas and aes coverage, while annex i species had higher population growth rates with increasing spas, indicating that spas may contribute to the protection of mainly target species and species spending most of their life cycle in the eu. Because farmland birds are in decline and the negative relationship of agricultural intensification with their population growth rates was evident during the implementation of aes and spas, eu policies seem to generally attenuate the declines of farmland bird populations, but not to reverse them.","Birds","Knowledge Transfer;Investment","AUT;BEL;BGR;HRV;CYP;CZE;DNK;EST;FIN;FRA;DEU;GRC;HUN;IRL;ITA;LVA;LTU;LUX;MLT;NLD;POL;PRT;ROU;SVK;SVN;ESP;SWE;GBR","Europe","1616_Birds","Mixed"
"1681","Influence of tourists on the summer bat colonies in the devetashka cave, bulgaria","IVANOVA SVETLANA",2017,"Microchiropteran bats, in particular cave dwellers, are adversely affected by human activity. In this connection, we assessed the state of the bat colonies in relation to tourist abundance and behaviour in the devetashka cave, bulgaria. The cave is of european importance for bat conservation and houses more than 10,000 bats in the summer. However, during the weekends it is subject to an enormous tourist flow consisting of 500-1000 persons per day. In order to estimate the tourist factor, the number of people, whether flashlights and photoflashes were used and the maximum noise produced were recorded during observation sessions. Bat abundance, activity and adult and juvenile mortality were recorded in order to track the condition of the bat colonies. We discovered a strong positive relationship between the number of visitors to the cave and bat mortality (r = 0.569, p < 0.05). Light was the tourist factor with highest negative influence on the colonies. The extent of tourist influence on the bats is discussed and necessary measures to reduce it are suggested. Cave tours will need a special consideration, so that they can be designed to minimize as much as possible the detrimental effect human activity has on bats, thus the visitation regime of the devetashka cave will be revised based on the findings of this study.","Mammals","Tourism","BGR","Europe","1681_Mammals","Harmful"
"17","effects of ecotourism on forest loss in the himalayan biodiversity hotspot based on counterfactual analyses","BRANDT JODI S;RADELOFF VOLKER;ALLENDORF TERI;BUTSIC VAN;ROOPSIND ANAND",2019,"ecotourism is developing rapidly in biodiversity hotspots worldwide, but there is limited and mixed empirical evidence that ecotourism achieves positive biodiversity outcomes. we assessed whether ecotourism influenced forest loss rates and trajectories from 2000 to 2017 in himalayan temperate forests. we compared forest loss in 15 ecotourism hubs with nonecotourism areas in 4 himalayan countries. we used matching statistics to control for local-level determinants of forest loss, for example, population density, market access, and topography. none of the ecotourism hubs was free of forest loss, and we found limited evidence that forest-loss trajectories in ecotourism hubs were different from those in nonecotourism areas. in nepal and bhutan, differences in forest loss rates between ecotourism hubs and matched nonecotourism areas did not differ significantly, and the magnitude of the estimated effect was small. in india, where overall forest loss rates were the lowest of any country in our analysis, forest loss rates were higher in ecotourism hubs than in matched nonecotourism areas. in contrast, in china, where overall forest loss rates were highest, forest loss rates were lower in ecotourism hubs than where there was no ecotourism. our results suggest that the success of ecotourism as a forest conservation strategy, as it is currently practiced in the himalaya, is context dependent. in a region with high deforestation pressures, ecotourism may be a relatively environmentally friendly form of economic development relative to other development strategies. however, ecotourism may stimulate forest loss in regions where deforestation rates are low. efectos del ecoturismo sobre la perdida de bosques en el punto caliente de biodiversidad en el himalaya con base en analisis contrafactuales el ecoturismo esta desarrollandose rapidamente en los puntos calientes de biodiversidad en todo el mundo, pero existe evidencia empirica mixta y limitada de los resultados positivos que se logran con el ecoturismo. valoramos si el ecoturismo influyo sobre las tasas de perdida forestal y sus trayectorias entre el 2000 y el 2017 en los bosques templados del himalaya. comparamos la perdida forestal en quince focos ecoturisticos con la perdida forestal en las areas sin ecoturismo de cuatro paises del himalaya. utilizamos estadistica correspondiente para controlar las determinantes a nivel local de la perdida del bosque, por ejemplo, la densidad poblacional, el acceso al mercado y la topografia. ninguno de los focos ecoturisticos estaba libre de perdida forestal, ademas de que encontramos evidencia limitada de que las trayectorias de la perdida forestal en los focos ecoturisticos eran diferentes a las trayectorias en las areas sin ecoturismo. en nepal y en butan, las diferencias en la perdida forestal entre los focos ecoturisticos y las areas sin ecoturismo correspondidas no difirieron significativamente y la magnitud del efecto estimado fue menor. en la india, donde las tasas generales de perdida forestal fueron las mas bajas de cualquier pais en nuestro analisis, las tasas de perdida forestal fueron mas altas en los focos ecoturisticos que en las areas sin ecoturismo correspondidas. como contraste, en china, donde las tasas generales de perdida forestal fueron mas altas, las tasas de perdida forestal fueron mas bajas en los focos ecoturisticos que en donde no existe el ecoturismo. nuestros resultados sugieren que el exito del ecoturismo como estrategia de conservacion del bosque, a como se practica actualmente en el himalaya, depende del contexto. en una region con presiones altas de deforestacion, el ecoturismo puede ser una forma de desarrollo economico relativamente amigable con el ambiente comparado con otras estrategias de desarrollo. sin embargo, el ecoturismo puede estimular la perdida forestal en regiones en las que las tasas de deforestacion son bajas. resumen ?? ????, ????????????????????, ??????????????????????????????????????????? 2000-2017 ???????????????????????????????????????????????????????????????????????? ?????????????????????, ?????, ??????????????????????????????, ????????, ????????????????????????????, ????????????????????????????, ????????????????????, ????????????, ?????????????????????????????, ????????????, ??????????????????????????????, ??????????????, ???????????????????????????????????????, ???????????????????????????, ???????????, ?????????????????: ???; ??: ???? article impact statement: whether ecotourism protects forests is context dependent, and an important factor is the deforestation pressure overall on the landscape.","Plants/Trees/Shrubs","Tourism","BTN;CHN;IND;NPL","Asia","17_Plants/Trees/Shrubs","Not significant or unclear"
"1743","FISH ASSEMBLAGES FROM TOURISTIC AND NON-VISITED HEADWATER STREAMS DIFFER","BALDUINO GILIARD;MARQUES TATIANNE;BESSA EDUARDO",2017,"NATURE-BASED TOURISM IS A GROWING INDUSTRY IN RECENT YEARS, INCLUDING UNDERWATER TRAILS IN CLEAR HEADWATER STREAMS. THESE ACTIVITIES, HOWEVER, BRING LITTLE KNOWN IMPACTS, MOST OF THEM IN THE INDIVIDUAL AND POPULATION LEVELS. TO INVESTIGATE IF HUMAN PRESENCE CAN AFFECT THE FISH COMMUNITY, WE COMPARED SIMILAR REFERENCE AND TOURISM AREAS IN TERMS OF SPECIES ACCUMULATION CURVE, ECOLOGICAL INDICATORS (RICHNESS, TOTAL ABUNDANCE, DIVERSITY AND DOMINANCE), COMPOSITION SIMILARITY AND INDICATOR SPECIES. ONLY FISH ABUNDANCE DID NOT DIFFER BETWEEN REFERENCE AND TOURISM AREAS. RICHNESS, DIVERSITY AND DOMINANCE WERE ALL HIGHER IN TOURISM AREAS. FISH SPECIES COMPOSITION ALSO DIFFERED BETWEEN REFERENCE AND TOURISM, GUIDED BY SPECIES SUBSTITUTION. WE ADD ECOLOGICAL DATA TO PREVIOUS BEHAVIORAL STUDIES THAT HAVE ALREADY EVIDENCED THE EFFECTS OF TOURISM ON FISH. WE ALSO SUGGEST A STRICT CONTROL OF THE NUMBER AND PERMANENCE OF VISITORS IN THE WATER, THE FORBIDDANCE OF FISH FEEDING AND MAINTENANCE OF THE RIPARIAN COVERAGE TO AVOID IRREVERSIBLE DAMAGES TO THESE FRAGILE ENVIRONMENTS.","Fish","Tourism","BRA","South America","1743_Fish","Beneficial"
"1799","Measuring the impact of the pet trade on indonesian birds","HARRIS J BERTON C;TINGLEY MORGAN W;HUA FANGYUAN;YONG DING LI;ADENEY J MARION;LEE TIEN MING;MARTHY WILLIAM;PRAWIRADILAGA DEWI M;SEKERCIOGLU CAGAN H;SUYADI;WINARNI NURUL;WILCOVE DAVID S",2017,"The trade in wild animals involves one-third of the world's bird species and thousands of other vertebrate species. Although a few species are imperiled as a result of the wildlife trade, the lack of field studies makes it difficult to gauge how serious a threat it is to biodiversity. We used data on changes in bird abundances across space and time and information from trapper interviews to evaluate the effects of trapping wild birds for the pet trade in sumatra, indonesia. To analyze changes in bird abundance over time, we used data gathered over 14 years of repeated bird surveys in a 900-ha forest in southern sumatra. In northern sumatra, we surveyed birds along a gradient of trapping accessibility, from the edge of roads to 5 km into the forest interior. We interviewed 49 bird trappers in northern sumatra to learn which species they targeted and how far they went into the forest to trap. We used prices from sumatran bird markets as a proxy for demand and, therefore, trapping pressure. Market price was a significant predictor of species declines over time in southern sumatra (e.g., given a market price increase of approximately $50, the log change in abundance per year decreased by 0.06 on average). This result indicates a link between the market-based pet trade and community-wide species declines. In northern sumatra, price and change in abundance were not related to remoteness (distance from the nearest road). However, based on our field surveys, high-value species were rare or absent across this region. The median maximum distance trappers went into the forest each day was 5.0 km. This suggests that trapping has depleted bird populations across our remoteness gradient. We found that less than half of sumatra's remaining forests are >5 km from a major road. Our results suggest that trapping for the pet trade threatens birds in sumatra. Given the popularity of pet birds across southeast asia, additional studies are urgently needed to determine the extent and magnitude of the threat posed by the pet trade.","Birds","Trade","IDN","Asia","1799_Birds","Mixed"
"1821","QUANTIFYING BIODIVERSITY LOSSES DUE TO HUMAN CONSUMPTION: A GLOBAL-SCALE FOOTPRINT ANALYSIS","WILTING HARRY C;SCHIPPER AAFKE M;BAKKENES MICHEL;MEIJER JOHAN R;HUIJBREGTS MARK A J",2017,"IT IS INCREASINGLY RECOGNIZED THAT HUMAN CONSUMPTION LEADS TO CONSIDERABLE LOSSES OF BIODIVERSITY. THIS STUDY IS THE FIRST TO SYSTEMATICALLY QUANTIFY THESE LOSSES IN RELATION TO LAND USE AND GREENHOUSE GAS (GHG) EMISSIONS ASSOCIATED WITH THE PRODUCTION AND CONSUMPTION OF (INTER)NATIONALLY TRADED GOODS AND SERVICES BY PRESENTING CONSUMPTION-BASED BIODIVERSITY LOSSES, IN SHORT BIODIVERSITY FOOTPRINT, FOR 45 COUNTRIES AND WORLD REGIONS GLOBALLY. OUR RESULTS SHOWED THAT (I) THE BIODIVERSITY LOSS PER CITIZEN SHOWS LARGE VARIATIONS AMONG COUNTRIES, WITH HIGHER VALUES WHEN PER-CAPITA INCOME INCREASES; (II) THE SHARE OF BIODIVERSITY LOSSES DUE TO GHG EMISSIONS IN THE BIODIVERSITY FOOTPRINT INCREASES WITH INCOME; (III) FOOD CONSUMPTION IS THE MOST IMPORTANT DRIVER OF BIODIVERSITY LOSS IN MOST OF THE COUNTRIES AND REGIONS, WITH A GLOBAL AVERAGE OF 40%; (IV) MORE THAN 50% OF THE BIODIVERSITY LOSS ASSOCIATED WITH CONSUMPTION IN DEVELOPED ECONOMIES OCCURS OUTSIDE THEIR TERRITORIAL BOUNDARIES; AND (V) THE BIODIVERSITY FOOTPRINT PER DOLLAR CONSUMED IS LOWER FOR WEALTHIER COUNTRIES. THE INSIGHTS PROVIDED BY OUR ANALYSIS MIGHT SUPPORT POLICYMAKERS IN DEVELOPING ADEQUATE RESPONSES TO AVERT FURTHER LOSSES OF BIODIVERSITY WHEN POPULATION AND INCOMES INCREASE. BOTH THE MITIGATION OF GHG EMISSIONS AND LAND USE RELATED REDUCTION OPTIONS IN PRODUCTION AND CONSUMPTION SHOULD BE CONSIDERED IN STRATEGIES TO PROTECT MEAN SPECIES ABUNDANCE CONSUMPTION GLOBAL BIODIVERSITY.","Multiple","Trade","GLO","Global","1821_Multiple","Harmful"
