"paper_id","entry_id","taxon_or_func","biodiv_cat_1sp","biodiv_cat_multsp","biodiv_cat_habitat","scale","biodiv_temp_res","effect","significant","p_value","notes","coder_id.x","UID","hab","tc","biodiv_countries","list_countries","data_source_meta","data_source_biodiv","tele_cat","data_type_meta","data_type_biodiv","habitat","list_continents","coder_id.y","num_countries","scale_entire","meta_var_type","peri_tele_flows","peri_tele_sep","peri_tele_sep_unk","scale_biodiv","num_biodiv_metrics","list_biodiv_metrics","bd_continents","taxa","sig_effect","maj_eff"
4060,53,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","Changed (e.g. species composition)","TRUE","<0.001","","A_Herzberger","4060_53","Terrestrial;Freshwater","Knowledge Transfer","MAR","MAR","Secondary","Secondary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","Africa","A_Herzberger",NA,"International (within a continent; e.g., European Union)","Categorical","","No","","Sub-national (within-country region)","alot, im going to send an excel sheet ","waterbird abundance, richness ","Africa","Birds","Changed","Changed"
4060,54,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","Changed (e.g. species composition)","TRUE","<0.001","","A_Herzberger","4060_54","Terrestrial;Freshwater","Knowledge Transfer","MAR","MAR","Secondary","Secondary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","Africa","A_Herzberger",NA,"International (within a continent; e.g., European Union)","Categorical","","No","","Sub-national (within-country region)","alot, im going to send an excel sheet ","waterbird abundance, richness ","Africa","Birds","Changed","Changed"
4060,55,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","Changed (e.g. species composition)","TRUE","<0.001","","A_Herzberger","4060_55","Terrestrial;Freshwater","Knowledge Transfer","MAR","MAR","Secondary","Secondary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","Africa","A_Herzberger",NA,"International (within a continent; e.g., European Union)","Categorical","","No","","Sub-national (within-country region)","alot, im going to send an excel sheet ","waterbird abundance, richness ","Africa","Birds","Changed","Changed"
4060,56,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","Changed (e.g. species composition)","TRUE","0.012","","A_Herzberger","4060_56","Terrestrial;Freshwater","Knowledge Transfer","MAR","MAR","Secondary","Secondary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","Africa","A_Herzberger",NA,"International (within a continent; e.g., European Union)","Categorical","","No","","Sub-national (within-country region)","alot, im going to send an excel sheet ","waterbird abundance, richness ","Africa","Birds","Changed","Changed"
4060,57,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Beta","before/after telecoupling (designation of protected wetlands)","Changed (e.g. species composition)","TRUE","0.071","","A_Herzberger","4060_57","Terrestrial;Freshwater","Knowledge Transfer","MAR","MAR","Secondary","Secondary","Knowledge Transfer","Field observations","Biological field observations","Terrestrial;Freshwater","Africa","A_Herzberger",NA,"International (within a continent; e.g., European Union)","Categorical","","No","","Sub-national (within-country region)","alot, im going to send an excel sheet ","waterbird abundance, richness ","Africa","Birds","Changed","Changed"
44,1,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Alpha","Other","Positive (beneficial)","Not evaluated","na","na","E_Xing","44_1","Terrestrial","Knowledge Transfer;Investment","ZAF","ZAF","Secondary","Secondary","Knowledge Transfer;Investment","Social science field surveys","Biological field observations;Remote sensing","Terrestrial","Africa","E_Xing","1","Sub-national (within-country region)","Categorical","Biodiversity Economy Strategy at South Africa","No","na","subnational","1","no such data in Chinese survey","Africa","Plants/Trees/Shrubs","Beneficial","Beneficial"
1040,1,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,"Alpha","Other","Negative (detrimental)","Not evaluated","na","na","E_Xing","1040_1","Marine","Energy Transfer","USA","USA","Other","Primary","Energy Transfer","Other","Biological field observations","Marine","North America","E_Xing","1","Sub-national (within-country region)","Categorical","oil spill","Yes","na","subnational","na","no such data in Chinese survey","North America","Mammals","Harmful","Harmful"
3668,1,"Taxonomic",NA,"Population dynamics (survival, fitness, reproduction, mortality, etc.)",NA,"Alpha","Other","Negative (detrimental)","Not evaluated","no","na","E_Xing","3668_1","Freshwater","Species Dispersal","FRA;ESP","USA;ESP;FRA","Other","Primary","Species Dispersal","Other","Biological field observations","Freshwater","Europe","E_Xing","3","Intercontinental (>2 continents)","Categorical","red-eared slider turtle exported from USA to Europe","Yes","na","international 1 continent","1","no such data in Chinese survey","Europe","Multiple","Harmful","Harmful"
4574,1,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha","Other","Negative (detrimental)","Not evaluated","na","na","E_Xing","4574_1","Terrestrial","Trade","MNG;IND;CHN","MNG;IND;CHN","Primary;Secondary","Primary;Secondary","Trade","Other","Biological field observations;Aggregate institutional data","Terrestrial","Asia","E_Xing","3","Internaitonal (within a continent; e.g., European Union)","Continuous","biomass of domestic goat","No","na","international 1 continent","1","no such data in Chinese survey","Asia","Mammals","Harmful","Harmful"
5175,1,"Taxonomic",NA,"Occurrence",NA,"Alpha","Annual","Positive (beneficial)","Not evaluated","na","occupancy probability of Passerellidae species","E_Xing","5175_1","Terrestrial","Knowledge Transfer;Investment","USA","USA","Secondary","Primary","Knowledge Transfer;Investment","Social science field surveys","Biological field observations","Terrestrial","North America","E_Xing","1","Sub-national (within-country region)","Categorical","Payment for Agricultural Conservation Easement Program (ACEP)","No","na","subnational","2","no such data in Chinese survey","North America","Birds","Beneficial","Mixed"
5175,2,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha","Annual","Positive (beneficial)","FALSE","0.10","Apparent species richness","E_Xing","5175_2","Terrestrial","Knowledge Transfer;Investment","USA","USA","Secondary","Primary","Knowledge Transfer;Investment","Social science field surveys","Biological field observations","Terrestrial","North America","E_Xing","1","Sub-national (within-country region)","Categorical","Payment for Agricultural Conservation Easement Program (ACEP)","No","na","subnational","2","no such data in Chinese survey","North America","Birds","Not significant or unclear","Mixed"
6321,1,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha","Other","Negative (detrimental)","TRUE","0.001","The densities of the total meiofauna","E_Xing","6321_1","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Social science field surveys","Biological field observations","Marine","South America","E_Xing","1","Sub-national (within-country region)","Continuous","tourism","No","na","subnational","3","no such data in Chinese survey","South America","Invertebrates","Harmful","Harmful"
6321,2,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha","Other","Negative (detrimental)","TRUE","0.05","the commonest groups of meiofauna","E_Xing","6321_2","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Social science field surveys","Biological field observations","Marine","South America","E_Xing","1","Sub-national (within-country region)","Continuous","tourism","No","na","subnational","3","no such data in Chinese survey","South America","Invertebrates","Harmful","Harmful"
6321,3,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha","Other","Negative (detrimental)","TRUE","0.01","algal biomass","E_Xing","6321_3","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Social science field surveys","Biological field observations","Marine","South America","E_Xing","1","Sub-national (within-country region)","Continuous","tourism","No","na","subnational","3","no such data in Chinese survey","South America","Plants/Trees/Shrubs","Harmful","Harmful"
3583,1,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Alpha","Month;Other","Negative (detrimental)","TRUE","0.025","na","E_Xing","3583_1","Freshwater","Tourism","BRA","BRA","Secondary","Primary","Tourism","Social science field surveys","Biological field observations","Freshwater","South America","E_Xing","1","Sub-national (within-country region)","Continuous","tourists","No","na","subnational","2","no such data in Chinese survey","South America","Invertebrates","Harmful","Harmful"
3583,2,"Functional",NA,"Richness (number of species)",NA,"Alpha","Month;Other","Negative (detrimental)","TRUE","0.003","na","E_Xing","3583_2","Freshwater","Tourism","BRA","BRA","Secondary","Primary","Tourism","Social science field surveys","Biological field observations","Freshwater","South America","E_Xing","1","Sub-national (within-country region)","Continuous","tourists","No","na","subnational","2","no such data in Chinese survey","South America","Invertebrates","Harmful","Harmful"
2222,1,"Taxonomic","Population dynamics (survival, fitness, reproduction, mortality, etc.)",NA,NA,NA,"Annual","Negative (detrimental)","Not evaluated","","","Y_Li","2222_1","Terrestrial","Trade","","","Secondary","Secondary","Trade","Aggregate institutional data","Aggregate institutional data","Terrestrial","Unclear/unknown","Y_Li",NA,"Global (>100 countries)","Continuous","wood trade. (ps: ""how do they quantify it"" is confusing here)","Unclear/Uncertain","if it is about trade among all counties, what coupling should it be?","Sub-national (within-country region)","1","bird extinction risks (a repeat question, as this has been asked in survey #1)","Oceania","Birds","Harmful","Harmful"
813,1,"Taxonomic","Abundance/Density (number of individuals, individuals/unit area, biomass)",NA,NA,NA,"Month","Negative (detrimental)","Not evaluated","","","Y_Li","813_1","Marine","Trade;Species Dispersal","BRA","BRA","Secondary","Primary","Trade;Species Dispersal","Aggregate institutional data","Biological field observations","Marine","South America","Y_Li",NA,"Sub-national (within-country region)","Continuous","invasive species via trade","No","","Sub-national (within-country region)","1","abundance","South America","Plants/Trees/Shrubs","Harmful","Harmful"
1488,4,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","Not evaluated",NA,"Species abundance","all","1488_4","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,16,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","Not evaluated",NA,"Habitat type","all","1488_16","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,17,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","Not evaluated",NA,"Habitat type","all","1488_17","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,18,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Unclear","Not evaluated",NA,"Distance to oil palm plantation","all","1488_18","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,19,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","Not evaluated",NA,"Distance to oil palm plantation","all","1488_19","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,5,"Taxonomic",NA,"Composition (what species?)",NA,"","Seasonal","Changed (e.g. species composition)","Not evaluated",NA,"Distance to oil palm plantation","all","1488_5","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Changed","Harmful"
1488,20,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Habitat type","all","1488_20","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,21,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.02","","all","1488_21","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,22,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.002","Habitat type","all","1488_22","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,23,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Positive (beneficial)","FALSE",NA,"Habitat type","all","1488_23","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,24,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Habitat type","all","1488_24","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,11,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","FALSE",NA,"Abundance of frugivores","all","1488_11","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,12,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","FALSE",NA,"Abundance of granivores","all","1488_12","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,13,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.017","Abundance of insectivores","all","1488_13","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,14,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Positive (beneficial)","FALSE",NA,"Abundance of omnivores","all","1488_14","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,15,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Abundance of migratory species","all","1488_15","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,1,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Negative (detrimental)","Not evaluated",NA,"Species richness","all","1488_1","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,2,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","Not evaluated",NA,"Species abundance","all","1488_2","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,3,"Taxonomic",NA,"Richness (number of species)",NA,"Alpha (w/in site)","Seasonal","Unclear","Not evaluated",NA,"Species richness","all","1488_3","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,6,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Abundance of aquatic birds","all","1488_6","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,7,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.02","Abundance of forest birds","all","1488_7","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,8,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.002","Abundance of grassland birds","all","1488_8","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
1488,9,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Positive (beneficial)","FALSE",NA,"Abundance of multiple birds","all","1488_9","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Not significant or unclear","Harmful"
1488,10,"Functional",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"","Seasonal","Negative (detrimental)","TRUE","0.001","Abundance of carnivores","all","1488_10","Terrestrial","Trade","COL","COL","Primary","Primary","Trade","Other","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","3","common paper","South America","Birds","Harmful","Harmful"
3456,1,"Taxonomic",NA,"Abundance/Density (biomass, mass, number of individuals, individuals/unit area)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","TRUE","0.001","assemblage structure","all","3456_1","Marine","Tourism","ARG","ARG","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","South America","Invertebrates","Changed","Mixed"
3456,2,"Taxonomic",NA,"Composition (what species?)",NA,"Gamma (across all sites)","Seasonal","Changed (e.g. species composition)","FALSE","0.22","assemblage composition","all","3456_2","Marine","Tourism","ARG","ARG","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","South America","Invertebrates","Not significant or unclear","Mixed"
3924,1,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Positive (beneficial)","TRUE","0.05","Detection probability - Tayra","all","3924_1","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Beneficial","Not significant or unclear"
3924,5,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Positive (beneficial)","FALSE",NA,"Occurrence - Tayra","all","3924_5","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,2,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Positive (beneficial)","FALSE",NA,"Detection probability - Coati","all","3924_2","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,3,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Negative (detrimental)","FALSE",NA,"Detection probability - Raccoon","all","3924_3","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,4,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Negative (detrimental)","FALSE",NA,"Detection probability - Opossum","all","3924_4","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,6,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Unclear","Not evaluated",NA,"Occurrence - Coati","all","3924_6","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,7,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Positive (beneficial)","FALSE",NA,"Occurrence - Raccoon","all","3924_7","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
3924,8,"Taxonomic","Occurrence (presence, range, persistence, etc., NOT detection)",NA,NA,"Gamma (across all sites)","Annual","Negative (detrimental)","FALSE",NA,"Occurrence - Opossum","all","3924_8","Terrestrial","Trade","CRI","CRI","Primary","Primary","Trade","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","2","common paper","North America","Mammals","Not significant or unclear","Not significant or unclear"
6655,2,"Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","Not evaluated",NA,"Compared to Amigos, tourist site had seven less species
NOTE that authors do not consider this to be a substantial difference, use as evidence that eco-tourism is good for bd","all","6655_2","Terrestrial","Tourism","PER","PER","Primary","Primary","Tourism","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","1","common paper","South America","Mammals","Harmful","Harmful"
6655,1,"Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Negative (detrimental)","Not evaluated",NA,"Compared to Cocha, tourist site had seven less species
NOTE that authors do not consider this to be a substantial difference, use as evidence that eco-tourism is good for bd","all","6655_1","Terrestrial","Tourism","PER","PER","Primary","Primary","Tourism","Field observations","Biological field observations","Terrestrial","South America","common paper","common paper","common paper","Categorical","common paper","common paper","common paper","common paper","1","common paper","South America","Mammals","Harmful","Harmful"
5905,1,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","Day","Negative (detrimental)","TRUE","0.01","","A_Herzberger","5905_1","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Harmful","Harmful"
5905,2,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","Day","Negative (detrimental)","TRUE","0.01","","A_Herzberger","5905_2","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Harmful","Harmful"
5905,3,"Taxonomic",NA,NA,"Quality (pollution, connectence, disturbance, etc.)","Beta (between pairs of sites)","Day","Negative (detrimental)","TRUE","0.01","","A_Herzberger","5905_3","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Harmful","Harmful"
5905,4,"Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Day","Negative (detrimental)","TRUE","0.01","","A_Herzberger","5905_4","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Harmful","Harmful"
5905,5,"Taxonomic",NA,"Diversity index (Shannon-Weiner, Simpson's, Inverse Simpson's, etc.)",NA,"Beta (between pairs of sites)","Day","Negative (detrimental)","TRUE","0.01","","A_Herzberger","5905_5","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Harmful","Harmful"
5905,6,"Taxonomic",NA,"Composition (what species?)",NA,"Beta (between pairs of sites)","Day","Changed (e.g. species composition)","TRUE","0.05","","A_Herzberger","5905_6","Marine","Tourism","BRA","BRA","Primary","Primary","Tourism","Field observations","Biological field observations","Marine","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","trampling of reef habitat by tourists","No","","Sub-national (within-country region)","4","reef temperature; reef height; reef weight; species richness; diversity;  community assemblage","South America","Invertebrates","Changed","Harmful"
292,1,"Taxonomic",NA,"Richness (number of species)",NA,"Beta (between pairs of sites)","Seasonal","Positive (beneficial)","Not evaluated","","","A_Herzberger","292_1","Freshwater","Species Dispersal","BRA","BRA","Primary","Primary","Species Dispersal","Field observations","Biological field observations","Freshwater","South America","A_Herzberger",NA,"Sub-national ((within-country region)","Categorical","introduction of Astyanax bimaculatus to a previous fishless lake after a mine opended","No","","Sub-national (within-country region)","4","species richness, abundance, community assemblage ","South America","Plants/Trees/Shrubs","Beneficial","Beneficial"
