,X,STUDY_ID,REVIEWERS,INCLUDE,STUDY_ID.1,TITLE,AU,PY,ABSTRACT
537,20,260,Yingjie,not vetted,2648,"The Influence Of Gender Roles And Human Migrations On The Distribution Of Crop Biodiversity In Tharaka, Kenya",MUCIOKI MEGAN;JOHNS TIMOTHY;MURIITHI CATHERINE;HICKEY GORDON,2016,"Informal seed saving and farmer-to-farmer seed exchange are dictated by local rules and practices, which in turn can influence the distribution and management of crop biodiversity. Such systems are essential components of the livelihoods of small-holder farmers in kenya and for in situ conservation of intraspecific and interspecific diversity. Using a mixed methods approach combining interviews, focus groups, and a household survey, we identify that the distribution of crop varieties in tharaka, kenya, has been shaped by both human migrations that have transported seeds and gender roles that have restricted travel and utilization of local indigenous varieties during early migrations. Our results suggest that the migrations of the first tharaka people from mbwa 300 years ago have influenced the concentration of local indigenous varieties in the areas of first settlement today. Subsequent smaller migrations dictated by men within tharaka through the 1960s, particularly to the northern areas, originally limited the distribution of crops, such as pearl millet (pennisetum glaucum), that are dependent on women for seed selection and processing. This study offers a specific case where the consideration of human migration and gender roles, currently and historically, have influenced the distribution of crop biodiversity, and thus farmer access, to specific types of varieties within a single region and ethnic group."
538,21,278,Yingjie,not vetted,5661,Seed Wasp Invasions Promoted By Unregulated Seed Trade Affect Vegetal And Animal Biodiversity,AUGER-ROZENBERG MARIE-ANNE;ROQUES ALAIN,2012,"Cone and seed insects are considered the most important predators of tree seeds during the pre-dispersal phase of development. Among them, exotic seed chalcids in the genus megastigmus invaded europe as a result of the rapidly-increasing and mostly unregulated seed trade for afforestation and ornamental plantations. Unlike their economic impact in seed orchards, until recently, little attention was paid to the ecological impact of these insects. In the present study, selected case studies of alien megastigmus spp. Were considered to assess their specific impact on the potential of natural regeneration of native woody plants and on the native entomofauna competing for seed resource. We re-analyzed data from former studies that did not focus on these ecological interactions and, here, present previously unpublished results. Seeds of douglas-fir, true cedars, true firs and wild roses were sampled all over europe, and the relative importance of the native and invasive chalcid species was assessed as well as their specific impact on seed yield. In most cases, the recent arrival of alien chalcids resulted in a significant decrease in the regeneration potential of the host trees. In the absence of competitors, alien chalcids occupied the entire seed niche in douglas-fir, but their impact tended to decrease after the arrival of invasive seed bugs. In firs, alien chalcids tended to displace the native chalcids, but not in wild roses and cedars, where their damage was increasing. Different biological traits that might explain invasive success of alien chalcids are discussed. However, no general invasive patterns seem to exist."
539,22,294,Yingjie,not vetted,619,"detecting early signs of environmental degradation in protected areas: an example of jiuzhaigou nature reserve, china",WANG LIZHU;PAN YANGDONG;CAO YONG;LI BO;WANG QUANXI;WANG BEIXIN;PANG WANTING;ZHANG JIE;ZHU ZHONGFU;DENG GUIPING,2018,"identifying early signs of anthropogenic disturbances in protected areas is critical for determining overuse, safeguarding natural beauty, protecting biodiversity, and sustaining resource use and economy. assessing disturbances to aquatic systems of such areas is challenging due to the low-dose, diffused, and cumulative nature of disturbances; high risk at iconic sites; and difficulty of linking human activities with degradation. using jiuzhaigou nature reserve as an example study to overcome such challenges, we developed an approach that integrated human activities known to impact aquatic systems to calculate a holistic disturbance index for assessing the extent of human uses at scales of entire reserve and individual sub-watersheds. we linked human disturbance index with benthicalgae and macroinvertebrate indicators of individual waterbodies to identify early signs of degradation. we conducted in situ nutrient experiments and intensive sampling of biota at iconic sites with early signs of degradation to provide direct linkage between tourist activities and eutrophication, and to pinpoint mechanisms of how human disturbances have resulted in such degradations. we found that the human disturbance index significantly correlated with benthic algae and macroinvertebrate indicators, and jiuzhaigou is largely in healthy condition. for the two identified iconic sites with early signs of degradation; intensive tourist activities at observation and rest areas of five-color lake seemed to link to extra amount of nitrogen input into the lake and resulted in overgrowth of phytoplankton and filamentous algae during summer peak tourist months. extra amount of phosphorus input from tourism activities at pearl shoal seemed the cause of changes in substrate colors and of shifts in attached moss and algal communities. our example study demonstrates that early signs of degradation can be visually observed and should be further assessed by measuring water quality and sensitive biological indicators at high risk areas of a waterbody during summer and peak tourist seasons. sensitive biological indicators (e.g., intolerant diatom and macroinvertebrates) are better indicators than nutrient concentrations because of rapid assimilation of nutrients by algae and macrophytes. our assessment approach and findings of studying jiuzhaigou have broad applications to other protected areas for determining overuse, and hence for making science-based policy and taking adequate management actions to prevent overuses."
540,23,306,Yingjie,not vetted,5944,effects of environmental pollution on aquatic vertebrates and inventories of haleji and keenjhar lakes: ramsar sites.,KHAN M ZAHEER;ABBAS DARAKHSHAN;GHALIB SYED ALI;YASMEEN REHANA;SIDDIQUI SAIMA;MEHMOOD NAZIA;ZEHRA AFSHEEN;BEGUM BEDA;JABEEN TANVEER;YASMEEN GHAZALA;LATIF TAHIRA A,2012,"in the present study, the effects of environmental pollution on aquatic vertebrates of two ramsar sites viz. haleji and keenjhar lakes were noted and inventories of the vertebrate fauna were prepared during 2006-2009. in the water samples taken from haleji lake, the pesticides of organophosphate (op) and organochlorine (oc) groups were estimated above the maximum acceptable concentrations (mac). these concentrations were much higher in muscles and fat contents than other tissues of birds. all water samples from keenjhar lake found contained pesticides below the mac level. the analysis revealed that kb feeder canal is the major source of pollution to keenjhar lake. the depletion of dissolved oxygen indicated organic pollution harmful for aquatic biodiversity. a total of 22 species of mammals, 228 species of birds, 32 species of reptiles, 2 species of amphibia, 37 species of fishes and 33 species of plants were recorded from haleji lake, while, 25 species of mammals, 121 species of birds, 29 species of reptiles, 2 species of amphibia, 54 species of fishes and 258 floral species were recorded from the keenjhar lake. the biodiversity of haleji lake is on decline due to many environmental and anthropological factors. in keenjhar lake, the number of water birds visiting the lake during migratory season has fallen considerably mainly due to hunting, disturbance and habitat degradation. there are also problems of increasing pollution and resulting eutrophication."
541,24,317,Yingjie,not vetted,3364,Tourism and recreation listed as a threat for a wide diversity of vascular plants: a continental scale review,RANKIN BENJAMIN LUKE;BALLANTYNE MARK;PICKERING CATHERINE MARINA,2015,"Tourism and recreation are diverse and popular activities. They may also contribute to the risk of extinction for some plants because of the range and severity of their impacts, including in protected areas: but which species, where and how? To evaluate the extent to which tourism and recreation may be threatening process for plants, we conducted a continental level review of listed threats to endangered vascular plants using data from australia. Of the 659 vascular plant species listed as critically endangered or endangered by the australian government, tourism and recreation were listed as a threat(s) for 42%. This is more than those listed as threatened by climate change (26%) and close to the proportion listed as threatened by altered fire regimes (47%). There are plant species with tourism and recreation listed threats in all states and territories and from all but one bioregion in australia. Although more than 45 plant families have species with tourism and recreation listed as threats, orchids were the most common species listed as at risk from these threats (90 species). The most common types of threats listed were visitors collecting plants in protected areas (113 species), trampling by hikers and others (84 species), damage from recreational vehicles (59 species) and road infrastructure (39 species). Despite the frequency with which tourism and recreation were listed as threats in australia, research quantifying these threats and methods to ameliorate their impacts are still limited. Although this lack of information contributes to the challenge of managing tourism and recreation, impacts from visitors will often be easier to manage within natural areas than those from larger scale threats such as altered fire regimes and climate change. (C) 2015 elsevier ltd. All rights reserved."
542,25,328,Yingjie,not vetted,1113,Long-term study of reservoir cascade in south-eastern brazil reveals spatio-temporal gradient in fish assemblages,LOURES RAQUEL COELHO;POMPEU PAULO SANTOS,2018,"In reservoir cascades, effects on fish assemblages are expected to strengthen over time and transfer from one reservoir to an adjacent one. To test this, fish-assemblage data from 23 years of monitoring in the araguari reservoir cascade system, upper parana river basin, were analysed. The results showed a clear reduction in richness of native and migratory fish species and an increase of non-native species, following reservoir formation. Migratory species richness was higher in reservoirs that presented habitats similar to lotic stretches or tributaries upstream of the impounded area. There was a clear tendency for native species to decline and non-native fish species to increase, in a downstream direction. Fish assemblages became increasingly dissimilar as reservoirs became more distant from each other (longitudinal gradient) and were dominated by small and medium-sized species. Alongside longitudinal position, reservoir area, age and the presence of herbivorous non-native fish were found to be important predictors of variation in fish-assemblage structure. Results from the present study help clarify the potential accumulated impacts of reservoir cascades on fish diversity, which must be carefully considered in river-basin inventories for hydropower plants, and reinforce the importance of long-term monitoring, considering longitudinal and lateral dimensions of the basin."
543,26,341,Yingjie,not vetted,3748,Study on environmental protection of highway construction on birds nature reserve.,QIN ZHIBIN;WEI XIAOHUI;QING YUMEI,2014,"The study of the effects of highway on birds found that, due to the negative effect of highway, the birds density of forestland and grassland decreased in different degree to about 60%. The overall density of all the birds fell to about 1/3, and the closer from the road, the lower degree of the birds richness. Highway corridor effect, especially traffic noise, affects birds breeding rate; when the equivalent consecutive sound level a on bird habitat is more than 50db round the clock, the bird breeding density decreases from 20% to 98%, and the birds who born in the road area spread to the habitat which is far away from the road for breeding. Avian phototaxis caused many birds hitting on the lighted buildings or vehicles at night. The exposed power lines along the highway are also a risk factor for a pair of cranes, eagles and other large birds. Hence, it proposes highway construction environmental technology to reduce the adverse effects of the construction and operation of the highway on the birds, and also provides a reference for highway construction biodiversity conservation."
544,27,354,Yingjie,not vetted,64,Ancestral biogeography and ecology of marine angelfishes (f: pomacanthidae),BARAF LAURIANE M;PRATCHETT MORGAN S;COWMAN PETER F,2019,"Marine angelfishes (f: pomacanthidae) are amongst the most conspicuous reef fish families inhabiting reefs on tropical and subtropical latitudes. While being disproportionately represented in the marine ornamental fish trade, only a handful of taxonomically restricted studies explored their biogeographic history and the evolution body size and trophic guilds. Here, we reconstruct the phylogenetic history for 70 pomacanthid species (85% of nominal species), based on previously published data for three nuclear and four mitochondrial markers. We use the resulting phylogenetic framework to explore the ancestral biogeography and ecological diversification of the family. Divergence times and ancestral range estimation highlight the origins of the family most likely lie in the central pacific region. Vicariance among ocean basins reflects the impact of the terminal tethyan event and the closure of the isthmus of panama in the historical biogeography of pomacanthus and holacanthus genera. The reconstruction also uncovers ancestral colonization pathways via the pacific ocean into the western atlantic waters for holacanthus. We confirm the indian ocean invasion scenario previously proposed for the ""acanthops"" complex (genus: centropyge). Finally, interspecific variation in body size among clades appeared to be correlated to some degree with trophic guilds, whereby 15% of variance in body size was explained by trophic modes. This suggests that the higher ecological diversification observed in the centropyge glade might be promoted by smaller body sizes acting as an ecological novelty allowing the expansion of the genus within available niches."
545,28,371,Yingjie,not vetted,959,Conservation concerns of small-scale fisheries: by-catch impacts of a shrimp and finfish fishery in a sri lankan lagoon,JONES BENJAMIN L;UNSWORTH RICHARD K F;UDAGEDARA SUSANTHA;CULLEN-UNSWORTH LEANNE C,2018,"By-catch is considered a significant problem in large-scale fisheries yet in small-scale fisheries (ssf), employing >99% of the world's fishers, there is limited quantitative understanding of by-catch, and catches in general. We provide an assessment of by-catch from fishing gears (fyke, trawl, set trammel, and drift trammel nets) commonly used in small-scale fisheries across the globe, using a representative sri lankan case study and placing this in the context of local resource use patterns. We reveal evidence of how ssf generate significant finfish by-catch with potentially significant ecological impacts. Fishers targeting shrimp (fyke, trawl, and drift trammel nets) caught more non-target species than global averages (44, 44, and 67% by weight, respectively). Fishers targeting finfish (set trammel nets) caught fewer non-target species. We found that by-catch depends more on target species and gear type, supporting suggestions that ssf are not ""inherently more sustainable"" than their large-scale counterparts and a collective effort is required for an improved understanding of the impacts of ssf. This study highlights an additional issue of valuable food fish discards, raising questions about fisheries exploitation in the context of food security in areas where poverty and food insecurity are prevalent."
546,29,376,Yingjie,not vetted,1139,Environmental study on flexural behavior of prestressed glued bamboo-lumber beams after long-term loading,GUO NAN;WANG WENBO;ZUO HONGLIANG,2018,"Bamboo forests have many environmental benefits because they function as carbon sinks, produce oxygen, control soil erosion, provide organic matter, regulate water levels in watersheds, conserve biodiversity, beautify the landscape, and essentially contribute to the purification and regulation of the environment. Due to the creep property of timber and bamboo, long-term loading has a great influence on natural wood and bamboo members from the perspectives of failure mode, bearing capacity, stiffness and deformation. Based on long-term loading experiment, the experiments on long-term loaded beam (long-term beam), regulated long-term loaded beam (regulated beam), ordinary beam were compared in this paper. The result shows that the typical failure modes of the prestressed glued bamboo-lumber beams include tensile failure at the bottom of the midspan, local compressive failure at the bottom of the support section, tensile failure atop the support section. In the comparative test in terms of ultimate bearing capacity, compared with ordinary beam: when the numbers of steel wires used on the beam are 2,4,6 respectively, the ultimate bearing capacity of long-term beam turns from an decrease of 5.71% to an increase of 3.32% and 33.51%; when the total prestress value increases, the increase extent of long-term beam's ultimate bearing capacity decreases; and when the proportion of external load changes, the ultimate bearing capacity of long-term beam decreases. By changing the quantity of steel wires and total prestress value, the ultimate bearing capacity of long-term beam can be improved. The increase extent correlates with the quantity of steel wires positively and correlates with the total prestress value negatively. And the change of external load's proportion made long-term beam's ultimate bearing capacity decrease. Due to the change of failure mode, regulated beams' ultimate bearing capacity surpasses ordinary beams' universally. The stiffness of glued bamboo-lumber beam can be changed through the creep of bamboo-lumber composite and the regulating of pretress. Although the ultimate deformation capacity of most of the long-term beams decreases a little bit, it can also meet engineering requirement."
547,30,389,Yingjie,not vetted,1716,"Ocean-lagoon water and plankton exchanges in a semi-closed pearl farming atoll lagoon (ahe, tuamotu archipelago, french polynesia)",PAGANO M;RODIER M;GUILLAUMOT C;THOMAS Y;HENRY K;ANDREFOUET S,2017,"In atoll lagoons, plankton richness is highly dependent on water exchange with the ocean through the atoll rim. However, the dynamics of the physical and biological fluxes at the lagoon-ocean interface remain poorly characterized. Here, we studied the combined effects of lagoon-ocean water exchanges and local environmental conditions on the phyto- and zooplankton abundance and community structure across the atoll lagoon rim of ahe (tuamotu archipelago, french polynesia). Plankton and environmental variables were monitored in may 2013 (i) at several stations inside and outside the lagoon and (ii) during time-series corresponding to ebb-flood tidal cycles in the two types of channels connecting the lagoon to the ocean: at the passage (300 m long and about 11 m deep) and in hoa (i.e reef-flat less than 50 cm depth). Our results highlight tidally-driven selective plankton exchanges between the lagoon and external ocean. Phytoplankton (chlorophyll-a) and zooplankton biomass were respectively 4 times and 7 times higher in the lagoon than at stations outside the atoll lagoon. Copepoda was the dominant zooplanlcton group at the oceanic station (>75% abundance) whereas meroplankton (with bivalve larvae most common) was dominant at the lagoon stations (54%), in the passage (55-82%) and in hoa (>80%). These differences between sites suggest a loss of bivalve larvae through export to the ocean and retention and/or increased production of copepods in the lagoon. The daily export of bivalve larvae represents a low percentage of the lagoon stock, in agreement with previously published larval dispersal numerical models. The retention of copepods could constitute a significant input of nutrients and organic matter (through excretion, feces release, decomposition, and remineralization) into the lagoon. (C) 2017 elsevier ltd. All rights reserved."
548,31,424,Yingjie,not vetted,2976,A voyage to terra australis: human-mediated dispersal of cats,KOCH K;ALGAR D;SEARLE B;PFENNINGER M;SCHWENK K,2015,"Background: cats have been transported as human commensals worldwide giving rise to many feral populations. In australia, feral cats have caused decline and extinction of native mammals, but their time of introduction and origin is unclear. Here, we investigate hypotheses of cat arrival pre- or post-european settlement, and the potential for admixture between cats of different invasion events. We analyse the genetic structure and diversity of feral cats from six locations on mainland australia, seven australian islands and samples from southeast asia and europe using microsatellite and mitochondrial dna data. Results: our results based on phylogeographic model selection are consistent with a european origin of cats in australia. We find genetic distinctiveness of australian mainland samples compared with dirk hartog island, flinders island, tasman island and cocos (keeling) island samples, and genetic similarities between some of the island populations. Historical records suggest that introduction of cats to these islands occurred at the time of european exploration and/or in connection with the pearling, whaling and sealing trades early in the 19th century. On-going influx of domestic cats into the feral cat population is apparently causing the australian mainland populations to be genetically differentiated from those island populations, which likely are remnants of the historically introduced cat genotypes. Conclusion: a mainly european origin of feral cats in australia, with possible secondary introductions from asia following the initial establishment of cats in australia is reasonable. The islands surrounding australia may represent founding populations and are of particular interest. The results of the study provide an important timeframe for the impact of feral cats on native species in australia."
549,32,433,Yingjie,not vetted,3529,Riparian width and neotropical avian species richness in the agricultural midwest,CHAPMAN MARY;COURTER JASON R;ROTHROCK PAUL E;REBER JAN,2015,"Neotropical migratory birds have declined in recent decades in the agricultural midwest and a conservation need is to determine the minimum size of riparian buffer areas needed to support diverse populations of neotropical migrants during the breeding season. Thirty-six sites were surveyed along the west side of a 17 km stretch of the mississinewa river in east-central indiana, each adjacent to an area with agriculture as the primary land use. Sites were divided into three categories based on the width of the riparian buffer (< 25 m, 25-75 m, and > 75 m) and surveyed three times each during the breeding season. In total, 56 species of birds were identified, including 25 species of neotropical migrants. A positive correlation was noted between neotropical species richness and riparian buffer width, however no difference in species richness was noted between medium and wide sites suggesting that widening riparian buffers to 75 m in the agricultural midwest would be a practical conservation target and help protect all but the most area-sensitive species such as acadian flycatcher (empidonax virescens) and wood thrush (hylocichla mustelina). Vegetative characteristics had little impact on species richness in our study likely because our sites were generally homogeneous and unmanaged."
550,33,440,Yingjie,not vetted,3760,Weak effects of habitat type on susceptibility to invasive freshwater species: an italian case study,BOGGERO ANGELA;BASSET ALBERTO;AUSTONI MARTINA;BARBONE ENRICO;BARTOLOZZI LUCA;BERTANI ISABELLA;CAMPANARO ALESSANDRO;CATTANEO ANTONELLA;CIANFERONI FABIO;CORRIERO GIUSEPPE;DOERR AMBROSIUS MARTIN;ELIA A CONCETTA;FICETOLA GENTILE FRANCESCO;KAMBURSKA LYUDMILA;LA PORTA GIANANDREA;LAUCERI SARA;LUDOVISI ALESSANDRO;GAINO ELDA;GORETTI ENZO;LORENZONI MASSIMO;MANCA MARINA;MARCHETTO ALDO;MORABITO GIUSEPPE;NONNIS MARZANO FRANCESCO;OGGIONI ALESSANDRO;PIERRI CATALDO;RICCARDI NICOLETTA;ROSSETTI GIAMPAOLO;UNGARO NICOLA;VOLTA PIETRO;ZAUPA SILVIA;FONTANETO DIEGO,2014,"1introduction of alien species is one of the major threats to aquatic biota and knowledge of the major correlates of their occurrence is pivotal in planning reliable conservation strategies.to understand whether specific freshwater habitats are more likely to be invaded than others, a dataset on the occurrence of 1604 species in 54 taxonomic groups from 181 sites across the italian peninsula was gathered.the eunis habitat classification was used, selecting for the study's seven habitat types at the second eunis level, including lentic (eunis c1; 64 sites), lotic (eunis c2; 99 sites) and highly artificial (eunis j5; 18 sites) habitats.>the aim of the study was to test whether the overall number of alien species and the proportion of alien species for each taxonomic group differed between habitat types and could be explained by environmental, human-mediated, or climatic factors.>using generalized linear mixed effect models to account for potential confounding factors, only average air temperature of the site was a significant positive predictor of the occurrence of alien species, regardless of habitat type, species richness, and other climatic variables.a direct effect of temperature could be excluded given the origin of alien species, mostly from colder areas than italy. Thus, an indirect effect could be hypothesized at the italian latitudes, with warmer areas potentially more likely to be visited by tourists than colder areas. If this hypothesis is confirmed, the results of the analyses call for a compromise between the maintenance of recreational activities in the wild and the preservation of a natural environment to prevent the arrival and spread of alien species. On the other hand, no further recommendations can be implemented regarding habitat susceptibility to alien species. Copyright (c) 2014 john wiley & sons, ltd."
551,34,442,Yingjie,not vetted,3896,The impacts of ski resorts on reptiles: a natural experiment,SATO C F;WOOD J T;SCHRODER M;GREEN K;MICHAEL D R;LINDENMAYER D B,2014,"Alpine-subalpine areas are sensitive environments that support large numbers of endemic species. They are also popular for human recreation. Increasing demands for tourism means that infrastructure in alpine resorts is expanding. Consequently, habitat is being modified and fragmented, potentially adversely affecting fauna. However, research investigating the effects of ski resorts on wildlife, particularly reptiles, is limited, and the effectiveness of management strategies in mitigating adverse impacts is unknown. To quantify the effects of ski-related disturbances on specialist and generalist reptile species, we surveyed sites in disturbed and undisturbed subalpine habitats. We also examined vegetation composition and habitat structure to determine whether structural or compositional habitat features were driving patterns of reptile occurrence. Our results indicate that the effects of ski-related disturbance varied between species, but that adverse effects - particularly on ski runs - were more pronounced for specialists. Given that each species studied was positively associated with compositional or structural features of the environment, we argue that alterations to these habitat attributes when creating ski runs will suppress lizard abundances in these areas. However, while ski runs have an adverse effect on reptiles, the persistence of these animals in ski resorts can be facilitated by retaining habitat structure and minimizing disturbance to native vegetation."
552,35,449,Yingjie,not vetted,4149,Response of a floodplain fish community to river-floodplain connectivity: natural versus managed reconnection,STOFFELS R J;CLARKE K R;REHWINKEL R A;MCCARTHY B J,2014,"To restore lateral connectivity in highly regulated river-floodplain systems, it has become necessary to implement localized, ""managed"" connection flows, made possible using floodplain irrigation infrastructure. These managed flows contrast with ""natural"", large-scale, overbank flood pulses. We compared the effects of a managed and a natural connection event on (i) the composition of the large-bodied fish community and (ii) the structure of an endangered catfish population of a large floodplain lake. The change in community composition following the managed connection was not greater than that exhibited between seasons or years during disconnection. By contrast, the change in fish community structure following the natural connection was much larger than that attributed to background, within-and between-year variability during disconnection. Catfish population structure only changed significantly following the natural flood. While the natural flood increased various population rates of native fishes, it also increased those of non-native carp, a pest species. To have a positive influence on native biodiversity, environmental flows may need to be delivered to floodplains in a way that simulates the properties of natural flood pulses. A challenge, however, will be managing river-floodplain connectivity to benefit native more than non-native species."
553,36,465,Yingjie,not vetted,5018,Lateral migration of fish between china's second largest freshwater lake (dongting lake) and the mainstem of the yangtze river,QIN XIANGCHAO;GONG ZHENG;LIU HUANZHANG,2019,"Lateral migration of fish between dongting lake and the mainstem of yangtze river was investigated at the channel connecting these two systems to identify its regular pattern and possible affecting factors. During the sampling period, a total of 55 fish species were recorded, with the lake-river migratory fish species dominating abundance all the time. Hierarchical clustering analysis found four temporal fish assemblages: feb-mar, apr-jun, jul-sep and oct-jan, which was consistent with the rising and falling of water temperature and water level. The movement index was used to measure the direction of fish migration, which was found closely associated with variations of water temperature, water level and flow discharge. Particularly, when water temperature and water level rose from march to july, fish migration showed the tendency of entering the lake; when they receded from august to february of the next year, fish migration showed the opposite tendency. Based on our results, we concluded that maintaining the river-lake connection is essential for the river-lake migratory fishes and the natural flow regime was the key driver in this floodplain ecosystem."
554,37,474,Yingjie,not vetted,5376,The price of success: integrative long-term study reveals ecotourism impacts on a flagship species at a unesco site,MONTI F;DURIEZ O;DOMINICI J -M;SFORZI A;ROBERT A;FUSANI L;GREMILLET D,2018,"Disturbance of wildlife by ecotourism has become a major concern in the last decades. In the mediterranean, sea-based tourism and related recreational activities are increasing rapidly, especially within marine protected areas (mpas) hosting emblematic biodiversity. We investigated the impact of ecotourism in the scandola mpa (unesco world heritage site, corsica island), on the population of a conservation flagship, the osprey pandion haliaetus. Over the 37-year study period, tourists flow increased sharply. Osprey breeding performance initially increased, but then dropped for pairs nesting within the mpa compared to those breeding elsewhere in corsica. We examined several hypotheses that could explain such reduction in breeding performance. Recent osprey breeding failures in the mpa are not caused by food scarcity. Using underwater fish surveys, we showed that fish consumed by ospreys were more numerous within the mpa. Focal observation at nests revealed that the overall number of boat passages within 250 m of osprey nests were three times higher inside the mpa compared to a control area. Elevated boat traffic significantly modified osprey time-budgets, by decreasing prey provisioning rate by males, and increasing time spent alarming and flying off the nest in females. This caused stress, and corticosterone levels in chick feathers were three times higher in high-traffic areas compared to places with lower touristic flow in corsica, the balearic islands and italy. Overall, our integrative, long-term study demonstrates the negative impact of sea-based ecotourism on the corsican osprey population. This stresses the worldwide importance of rigorously implementing sustainable ecotourism, within well-enforced mpas."
555,38,476,Yingjie,not vetted,5577,Bird community response to vegetation cover and composition in riparian habitats dominated by russian olive (elaeagnus angustifolia),FISCHER RICHARD A;VALENTE JONATHON J;GUILFOYLE MICHAEL P;KALLER MICHAEL D;JACKSON SAM S,2012,"Riparian systems in the western united states provide important habitat for bird communities during all times of the year. In recent decades, invasive plants, such as russian olive (elaeagnus angustifolia), have achieved broad distribution and local dominance in many western riparian areas, raising concerns over the loss of ecological function within these systems. In 2005 and 2006 we conducted avian point counts and surveyed vegetation cover at 95 points along the snake and columbia rivers in southeastern washington to investigate the effects of total woody vegetation cover and the relative proportion of russian olive cover on breeding and wintering riparian bird communities. Our results indicated that riparian habitats dominated by russian olive can support diverse and abundant bird communities, though cavity nesting species were noticeably sparse. Bird density and species richness were best explained by a quadratic relationship to total woody vegetation cover in both seasons, as was breeding bird community composition, with greatest density and richness in intermediate cover levels. We found no indication that the proportion of the woody vegetation comprised of russian olive strongly influenced any of these bird community metrics. Given that russian olive comprised 81.6% of the riparian vegetation in our study area, it is unclear from our results how russian olive would affect bird communities in regions where native vegetation is more abundant. Regardless, complete eradication of russian olive from riparian systems where the plant is a major component will reduce the overall habitat value for birds by eliminating significant structural complexity."
556,39,488,Yingjie,not vetted,6283,Exploring associations between international trade and environmental factors with establishment patterns of exotic scolytinae,MARINI LORENZO;HAACK ROBERT A;RABAGLIA ROBERT J;TOFFOLO EDOARDO PETRUCCO;BATTISTI ANDREA;FACCOLI MASSIMO,2011,"Although invasion of exotic ambrosia beetles (fungus feeders) and bark beetles (phloem feeders) (coleoptera: curculionidae: scolytinae) is considered a major threat to forest health worldwide, no studies have quantitatively investigated the anthropogenic and environmental factors shaping the biogeographical patterns of invasion by these insects across large spatial scales. The primary aim of this study was to assess the relative importance of international trade and several environmental variables of the recipient region on species richness of established exotic scolytinae. As a reference, we also evaluated the relationships between the same environmental variables and species richness of native scolytinae. Using an information-theoretic framework for model selection and hierarchical partitioning, we evaluated the relative importance of the potential drivers of species richness of native and exotic scolytinae in 20 european countries and the 48 contiguous continental us states. Analyses were conducted separately for ambrosia and bark beetle species. Value of imports was a strong predictor of the number of exotic scolytinae species in both regions. In addition, in the usa, warmer and wetter climate was positively linked to increased numbers of both native and exotic ambrosia beetles. Forest heterogeneity and climatic heterogeneity and secondarily forest area were key drivers in explaining patterns of species richness for native bark beetles but not for exotic species in both regions. Our findings suggest that if current infestation levels continue on imported plants and wood packaging material, increasing international trade will likely lead to more establishments of exotic scolytinae with concomitant negative effects on forest health in both europe and the usa. Compared to europe the risk of invasion appears higher in the usa, especially for ambrosia beetles in the southeastern usa where the climate appears highly suitable for exotic establishment."
557,40,497,Yingjie,not vetted,1,The productivity-biodiversity relationship varies across diversity dimensions.,BRUN PHILIPP;ZIMMERMANN NIKLAUS E;GRAHAM CATHERINE H;LAVERGNE SEBASTIEN;PELLISSIER LOIC;MUNKEMULLER TAMARA;THUILLER WILFRIED,2019,"Understanding the processes that drive the dramatic changes in biodiversity along the productivity gradient remains a major challenge. Insight from simple, bivariate relationships so far has been limited. We combined >11,000 community plots in the french alps with a molecular phylogeny and trait information for >1200 plant species to simultaneously investigate the relationships between all major biodiversity dimensions and satellite-sensed productivity. Using an approach that tests for differential effects of species dominance, species similarity and the interplay between phylogeny and traits, we demonstrate that unimodal productivity-biodiversity relationships only dominate for taxonomic diversity. In forests, trait and phylogenetic diversity typically increase with productivity, while in grasslands, relationships shift from unimodal to declining with greater land-use intensity. High productivity may increase trait/phylogenetic diversity in ecosystems with few external constraints (forests) by promoting complementary strategies, but under external constraints (managed grasslands) successful strategies are similar and thus the best competitors may be selected."
