"timestamp","coder_id","paper_id","year_pub","author","C1_biodiv","C2_meta","C3_quant","C4_study","meet_all_4","sup_check","comments","further_discuss","explicit_distant_impacts","explain_distant_impacts","status","abstract","title"
"2020-04-16 12:06:26","Y_Zhang",311,2013,"FARRIS E","Dune plants","Tourist trampling impact on plant species cover","species cover","Experimental study","Yes","No Supplementary Material Provided","","No","Yes","","accept","Coastal habitats are particularly vulnerable to recreational impacts because these environments are highly dynamic and continually change in response to biotic and abiotic factors. Sand dune communities are worldwide characterized by high levels of biodiversity, but are often affected by human-induced impacts as those caused by tourist trampling. To understand the effects of human frequentation, trampling, and other human-induced impacts, fencing experiments have been traditionally carried out on coastal dunes. Since in touristic areas dune systems are subjected to different intensities of human frequentations rather than to opening or fencing, in this study we explore the effects of accessibility on vascular plants cover. This study tests the hypothesis that human frequentation on beaches affects spatio-temporal variability of vascular plant abundance on dunes by comparing the plant assemblages of high and low accessible sites in north-east sardinia (italy). Our results show that accessibility plays a crucial role in conditioning the percentage of vegetation cover in mediterranean dunes. In fact, not only we found a perennial vegetation cover that was significantly higher in the sites with low accessibility (and consequently low frequentation), but we also showed that at the sites with high accessibility there were significant differences in vegetation cover between times of sampling (cover was higher before than after summer): on the contrary, differences in perennial vegetation cover among times were not significant at the low frequentation sites. After summer, the difference among low and high frequentation sites in species composition and cover was >90%. Multivariate analysis identified those species that play a pivotal role in differentiating the low and the high frequentation sites. Among them, crucianella maritima and sporobolus virginicus can be considered as differential species. Overall, our data show vegetation and plant species responses to human-induced impacts, and are therefore important to support conservation actions in mediterranean coastal areas interested by mass tourism.","Human trampling effects on mediterranean coastal dune plants"
"2020-04-14 11:35:42","E_Dean",339,2013,"OLDEKOP JOHAN A","Ferns and leaf litter frogs","Market forces (trade) and the regulation of those markets through government","Species richness of ferns, species richness of leaf litter frogs","Observational study","Yes","Yes","","","Yes","they explained how distal market forces and institutions affect biodiversity; relates market forces and institutions to biodiversity loss using a statistical analysis with household survey data and environmental data","accept","We compare conservation outcomes between a protected area (pa) and four indigenous common-property regimes (cprs) under differing degrees of market integration in the ecuadorian amazon. We first assess how market forces and common-pool resource institutions governing processes of forest conversion affect biodiversity and forest cover, and whether institutions mitigate the effect of market forces. We then analyze how biodiversity and forest cover differ between a pa, and communities with different market access. Finally, we link biodiversity and forest cover changes within communities to differences in land-use practices. While we show similar levels of forest cover and biodiversity between the pa and large cprs with little access to local markets, institutions appear not to attenuate market effects on conservation outcomes in our case studies. We discuss results within a common-property theory context and highlight the importance of disentangling how market integration, common-pool resource institutions, and resource health interact over time.","Evaluating the effects of common-pool resource institutions and market forces on species richness and forest cover in ecuadorian indigenous kichwa communities"
"2020-03-18 20:15:20","A_Torres",357,2019,"LOMAS EMILY","Movement Ecology of Northern Pacific Rattlesnakes","Tourism","attributes of home ranges and movement patterns within those home ranges","Observational study","Yes","No Supplementary Material Provided","The link with tourism is very weak","","No","The link with tourism is not well developed","accept","Anthropogenic disturbances often present novel habitat features to which the members of an existing population must adapt. We examined the effects of disturbance and habitat fragmentation on the movements of northern pacific rattlesnakes (crotalus o. Oreganus) from 2006 through 2012 in southern british columbia, canada. We radio-tracked 44 adult male rattlesnakes through shrub-steppe, grassland, and dry forest habitats that varied from highly disturbed and fragmented to near pristine with little human interaction. Sources of disturbance were primarily associated with tourism (gol course, campground, hiking trails, roads, parking lots, vineyards, condominium complex). After accounting for interyear variation and daily temperature, rattlesnakes in undisturbed areas had larger home ranges (100% minimal convex polygon) an longer home-range lengths compared to individuals frequenting minimally to highly disturbed areas. Contrary to our predictions, snakes in highly disturbed sites did not move greater total distances, display elevated movement frequencies, higher movement rates, and/or more convoluted movement patterns.","Movement ecology of northern pacific rattlesnakes (crotalus o. Oreganus) in response to disturbance"
"2020-04-28 16:37:48","M_Lei",379,2019,"DE MORAES FERNANDO COREIXAS","Long‐term temporal and spatial patterns in bioeroding sponge distribution at the Abrolhos Bank","bioeroding sponge","Bioeroding sponge richness and abundance","Observational study","Yes","Yes","","No","Yes","","accept","Bioeroding sponges belong to the most dominant bioeroders, significantly contributing to the erosion of coral reefs. Some species are tolerant or even benefit from environmental conditions such as ocean warming, acidification, and eutrophication. In consequence, increases in sponge bioerosion have been observed on some coral reefs over the last decades. The abrolhos bank is the largest coral reef system in the south atlantic. It has been affected by sedimentation, eutrophication, overfishing, and climate change, mainly affecting coastal reefs, and at lesser intensity outer ones as well. This study aimed to describe spatial and temporal patterns in bioeroding sponge distribution in carbonate substrates in the abrolhos bank. Photo-quadrats were used to compare bioeroding sponge abundance between two shallow reefs: a coastal, pedra de leste (pl), and an outer reef, parcel dos abrolhos (pab). Each individual was delimitated over the substrate by determining the sponge surface through a line connecting the outermost papillae. The study was conducted over 6 years in 2008-2009 and 2013-2016. Four species of bioeroding sponges were identified: cliona carteri ridley, 1881, c. Delitrix pang, 1973, c. Cf. Schmidtii ridley, 1881, and siphonodictyon coralliphagum rutzler, 1971. The distribution and abundance of species varied between the inner and outer reefs and across the years, and displayed certain selectivity for the calcareous substrates recorded. Crustose coralline algae (cca) were the main substrate excavated by the most abundant bioeroding species, c. Carteri, and represented 70% of the substrate types occupied by this sponge (cca, coral overgrown by cca and plain coral). The highest abundance of bioeroding sponges observed in photo-quadrats was 21.3 individuals/m(2) at the outer reefs (pab) in 2014. The abundances or areal extents of bioeroding sponges were up to 10 times greater on the outer reefs than on the coastal ones, where sedimentation is higher and more strongly influenced by siliciclastic material. Moreover, a higher herbivorous fish biomass has been reported on outer reefs which could also influence the higher abundance of bioeroding sponges in outer reefs. During the study period of 6 years, an increase in bioeroding sponge abundance was observed at the outer reefs (pab), with the sea surface temperature increase. As cca have an important role in reefal cementation and carbonate production in the abrolhos reefs, a bioerosion impact might be expected, in particular, on the outer reefs.","Long-term temporal and spatial patterns in bioeroding sponge distribution at the abrolhos bank, brazil, southwestern atlantic"
"2020-04-30 17:13:48","M_Lei",396,2019,"WRAITH JENNA","orchids richness in Australia","tourism and grazing ","orchids richness","Modeling study (using empirical data and not projected)","Yes","No Supplementary Material Provided","","No","Yes","","accept","Thousands of plants are at risk of extinction globally due to human activities, including many species of orchids. In australia alone there are 184 orchids identified as threatened by the australian government, but what threatens them and where are they threatened? Using data derived from listing documents for these orchids, threats were allocated to 28 categories. Then, the distributions of the orchids and hence likely geographic patterns of threats were mapped using 14,651 location records from the atlas of living australia. The most common threats were changes in fire regimes (74% of threatened australian orchids), invasive species (65%), habitat modification (64%), grazing (63%), tourism and recreation (47%) and illegal collection (46%), which often co-occurred as threat syndromes. Most threatened orchids are terrestrial (165 species), and many occur in temperate forests (96) and temperate shrubland (36). When generalised linear models were used to assess geographic patterns in threats, bioregions with less cover of native vegetation were more likely to have orchids threatened by habitat modification, grazing or weeds (p < 0.05). Bioregions with higher protected area coverage were more likely to contain orchids threatened by tourism and recreation, but less likely to have orchids threatened by habitat modification (p < 0.05). Understanding drivers of threats and their distribution is crucial for successful management as they highlight key areas for conservation. The results also highlight the need for updating orchid listings nationally and internationally to better reflect the diversity of orchids threatened and threats to them, including the increasing impact of climate change.","A continental scale analysis of threats to orchids"
"2020-04-28 22:17:00","Y_Zhang",425,2019,"COSTA LEONARDO LOPES","Tiger beetles (macroinvertebrates)","Tourism impacts on sand tiger beetle abundance","Tiger beetle abundance","Observational study","Yes","Yes","","No","No","Didn't specify where the tourists come from","accept","as with most sandy beach invertebrates, tiger beetles respond negatively to anthropogenic disturbances. however, impact assessments using these insects have never been conducted on tropical sandy beaches. the aim of the present study was to compare the sensitivity of tiger beetles to human impacts with other macroinvertebrates both locally and globally based on field collections and an extensive literature review. at the local scale, the abundance of cylindera nivea (kirby, 1818) was compared in the intertidal zone of six sandy beaches with distinct levels of human disturbances at two periods, in the low and high tourism seasons. the abundance of c. nivea was negatively (p < 0.001) related to the urbanization level, and no individuals were found on the high-impacted beaches even outside of the tourist season. globally, tiger beetle species are usually absent from impacted areas, showing a higher sensitivity score (sh = 3.7) to human impacts compared to other beach macroinvertebrates (sh <= 3.2). thus, we suggest using tiger beetles as indicator species for beach monitoring, relative to their abundance in non-impacted areas.","SENSITIVITY OF MACROINVERTEBRATES TO HUMAN IMPACTS ON SANDY BEACHES: A CASE STUDY WITH TIGER BEETLES (INSECTA, CICINDELIDAE)"
"2020-04-28 22:44:28","Y_Zhang",466,2011,"DOLORES BEJARANO MARIA","Riparian trees and shrubs","Presence of dam impact on numbers of riparian trees and shrubs (through flow regulation)","Number of species","Observational study","Yes","Yes","","No","No","","accept","P>1. Flow dynamics is a major determinant of riparian plant communities. Therefore, flow regulation may heavily affect riparian ecosystems. Despite the large number of dams worldwide, little specific information is available on the longitudinal impacts of dams on vegetation, for example how far downstream and at what degree of regulation a dam on a river can influence riparian woodlands. 2. We quantified the long-term responses of riparian trees and shrubs to flow regulation by identifying their lateral distribution and habitat conditions along a boreal river in northern sweden that has been regulated by a single dam since 1948. The regulation has reduced annual flow fluctuations, this effect being largest at the dam, downstream from which it progressively decreases following the entrance of free-flowing tributaries. 3. We related changes in the distribution patterns, composition, abundance and richness of tree and shrub species to the degree of regulation along the river downstream from the dam. Regulation has triggered establishment of trees and shrubs closer to the channel, making it possible to measure ecological impacts of flow regulation as differences in vegetation attributes relative to the positions of tree and shrub communities established before and after regulation. 4. Trees and shrubs had migrated towards the mid-channel along the entire study reach, but the changes were largest immediately downstream of the dam. Shrubs were most impacted by flow regulation in terms of lateral movement, but the effect on trees extended furthest downstream. 5. The species composition of trees progressively returned to its pre-regulation state with distance downstream, but entrance of free-flowing tributaries and variation in channel morphology and substratum caused local deviations. Species richness after regulation increased for trees but decreased for shrubs. The changes in species composition and richness of trees and shrubs showed no clear downstream patterns, suggesting that other factors than the degree of regulation were more important in governing life form.","Responses of riparian trees and shrubs to flow regulation along a boreal stream in northern sweden"
"2020-04-30 22:49:41","M_Lei",471,2011,"WIANCKO ERIN","Landbird in three coastal habitats","resorts sites","landbird richness and abundance","Observational study","Yes","Yes","","No","No","This article examines the effects of resorts on richness and abundance of landbird.","accept","We studied habitat use of disturbed coastal forest by communities of north american migrant and cuban resident land birds on cayo coco, cuba. This region is subject to a growing resort industry, yet the ecological effects of this disturbance remain largely unknown. Using mist-nets, we sampled birds during two early winters and one late winter. We sampled at sites adjacent to coastal resorts, and at a distance of up to 5.7 km from resorts, in three habitat types (mixed mangrove, semi-deciduous, and coastal scrub forests). We tested for differences in abundance and richness at sites near and far from resorts and among the three habitat types. We also assessed whether bird distribution was associated with fruit abundance and/or vegetation characteristics. Across seasons, migrants were consistently more abundant at sites near resorts than at sites more distant, whereas richness of cuban residents was consistently higher at sites near resorts than at those farther away. Neither abundance nor richness of the resident guild varied significantly by habitat. The distributions of neither migrants nor residents were correlated with fruit abundance. High foliage density associated with greater edge habitat provided the strongest explanation for high estimates of abundance and richness of migrants and residents near resorts. Our results suggest that moderately disturbed forests near resorts can support abundant and rich communities of both migrants and residents.","Landbird richness and abundance in three coastal habitats near resorts in cayo coco, cuba"
"2020-05-19 10:08:27","X_Wu",479,2019,"SINGH DHARMESH","Microfaunal and mesofaunal","Rubber plantation for trade","Richness, abundance, diversity","Observational study","Yes","Yes","The telecoupling process was infered.","No","No","This paper is about difference between tropical forest and rubber plantation. We can infer that rubber plantation is for trade.","accept","Tropical rainforests play important roles in carbon sequestration and are hot spots for biodiversity. Tropical forests are being replaced by rubber (hevea brasiliensis) plantations, causing widespread concern of a crash in biodiversity. Such changes in aboveground vegetation might have stronger impacts on belowground biodiversity. We studied tropical rainforest fragments and derived rubber plantations at a network of sites in xishuangbanna, china, hypothesizing a major decrease in diversity with conversion to plantations. We used metabarcoding of the 18s rrna gene and recovered 2313 otus, with a total of 449 otus shared between the two land-use types. The most abundant phyla detected were annelida (66.4% reads) followed by arthropods (15.5% reads) and nematodes (8.9% reads). Of these, only annelids were significantly more abundant in rubber plantation. Taken together, alpha- and beta-diversity were significantly higher in forest than rubber plantation. Soil ph and spatial distance explained a significant portion of the variability in phylogenetic community structure for both land-use types. Community assembly was primarily influenced by stochastic processes. Overall it appears that forest replacement by rubber plantation results in an overall loss and extensive replacement of soil micro- and mesofaunal biodiversity, which should be regarded as an additional aspect of the impact of forest conversion.","Tropical forest conversion to rubber plantation affects soil micro- & mesofaunal community & diversity"
"2020-09-01 15:18:11","C_Hovis",483,2019,"PARKER D M","bird","Tourism via elephants","bird","Observational study","Yes","Yes","","No","No","Does not state that elephants are non-native, rather the TC component is Tourism since the increasing density of elephants is due to the fences used for the game reserves. 

The study also looked at # years elephants were present, which had a positive effect. I think this can be used as evidence that elephants are good for bird bd in the absence of fencing which restricts their movement. I am not considering years elephants are present since I have no evidence that elephants are non native (googled).","accept","When vegetation structure is altered, songbird communities may be affected. Despite speculation that african elephant (loxodonta africana) browsing impacts bird communities, existing data are limited. I sampled the bird communities of the albany thicket biome at 10 sites in the eastern cape, south africa, half with elephants and half without. Songbird community parameters were best predicted by how long elephants had been present, elephant density and the percentage cover of thicket vegetation. The sites where elephants had been present for longer had more bird species and increased songbird density and diversity. However, bird density also increased with increasing thicket vegetation cover and this is a phenomenon unlikely to be compatible with long-term elephant presence. There was an almost equal split between the number of bird species that appeared to be negatively affected by changes in habitat structure (47%) and those which benefited (53%). Smaller birds were generally more abundant as vegetation structural integrity increased and larger birds were more abundant when vegetation structural integrity declined. The browsing of elephants could be viewed as facilitative for songbirds in the short term. However, this effect may not persist in the long term because all elephant populations (notorious tree-fellers) in the eastern cape are found in fenced areas where natural migration is not possible. More broadly, my data provide important insight into how avian communities respond to habitat transformation at the local and regional scales.","The elephant in the ""room': determinants of songbird assemblages in the thicket biome, south africa"
